"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","Coin flip ""wins"" by @HillaryClinton doesn't change how happy I am for @BernieSanders. #NotMeUs #FeelTheBern #Bernie2016",FALSE,1,NA,2016-02-02 23:59:58,FALSE,NA,"694671632627953664",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","N0Control07",0,FALSE,FALSE,NA,NA
"2","This Revolution Will Be Televised!  @SusanSarandon @BernieSanders @alchemistoxford @YoBenCohen #FeelTheBern",FALSE,3,"SusanSarandon",2016-02-02 23:59:58,FALSE,"694559095538503680","694671632397393920","618300542","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","NCPoliticalSpin",1,FALSE,FALSE,NA,NA
"3","@BernieSanders https://t.co/oInhKvYpl6",FALSE,0,"BernieSanders",2016-02-02 23:59:57,FALSE,NA,"694671630170247168","216776631","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hunter_Ash23",0,FALSE,FALSE,NA,NA
"4","RT @BernieSanders: What last night proved is that every single contribution matters and every volunteer shift can swing an election. https:…",FALSE,0,NA,2016-02-02 23:59:57,FALSE,NA,"694671629402529793",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FixDemocracy16",1475,TRUE,FALSE,NA,NA
"5","RT @BernieSanders: The American people are ready to stand up and fight for fundamental change on how politics is done. #nhpolitics https://…",FALSE,0,NA,2016-02-02 23:59:57,FALSE,NA,"694671628240850944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OliviaNicolette",1227,TRUE,FALSE,NA,NA
"6","RT @BernieSanders: Blitzer: ""The debate in New York City that they want. Are you accepting that?""

Clinton: ""No...""
https://t.co/klNDtKYeM1",FALSE,0,NA,2016-02-02 23:59:54,FALSE,NA,"694671617767653376",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Linda1746",1528,TRUE,FALSE,NA,NA
"7","RT @BernieSanders: We accomplished what the political establishment said was impossible. Don't underestimate us https://t.co/DeV0NhI2mi htt…",FALSE,0,NA,2016-02-02 23:59:54,FALSE,NA,"694671617394278401",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","1b9b8bb45fdb444",15596,TRUE,FALSE,NA,NA
"8","RT @cascamike: .@BernieSanders welcomed to new hampshire by a raucous crowd. ""what time is it?"" he asks. https://t.co/a7fcEc1Ckf",FALSE,0,NA,2016-02-02 23:59:53,FALSE,NA,"694671614705664000",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yabishsmiley9",1559,TRUE,FALSE,NA,NA
"9","RT @BernieSanders: Blitzer: ""The debate in New York City that they want. Are you accepting that?""

Clinton: ""No...""
https://t.co/klNDtKYeM1",FALSE,0,NA,2016-02-02 23:59:53,FALSE,NA,"694671612008894468",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chrisciavarella",1528,TRUE,FALSE,NA,NA
"10","RT @BernieSanders: The American people are ready to stand up and fight for fundamental change on how politics is done. #nhpolitics https://…",FALSE,0,NA,2016-02-02 23:59:52,FALSE,NA,"694671608703746048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hellomisslou",1227,TRUE,FALSE,NA,NA
"11","RT @BernieSanders: Blitzer: ""The debate in New York City that they want. Are you accepting that?""

Clinton: ""No...""
https://t.co/klNDtKYeM1",FALSE,0,NA,2016-02-02 23:59:51,FALSE,NA,"694671604027031552",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Demonoid55",1528,TRUE,FALSE,NA,NA
"12","RT @Morning_Joe: .@BernieSanders sets his sights on New Hampshire and beyond. Tune in TOMORROW! #morningjoe https://t.co/kMW818Ap59",FALSE,0,NA,2016-02-02 23:59:49,FALSE,NA,"694671595458203649",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Linda1746",505,TRUE,FALSE,NA,NA
"13","RT @BernieSanders: Blitzer: ""The debate in New York City that they want. Are you accepting that?""

Clinton: ""No...""
https://t.co/klNDtKYeM1",FALSE,0,NA,2016-02-02 23:59:49,FALSE,NA,"694671594631925761",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tehraptortheo",1528,TRUE,FALSE,NA,NA
"14","RT @BernieSanders: We accomplished what the political establishment said was impossible. Don't underestimate us https://t.co/DeV0NhI2mi htt…",FALSE,0,NA,2016-02-02 23:59:49,FALSE,NA,"694671594568978432",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mollymolly4195",15596,TRUE,FALSE,NA,NA
"15","RT @BernieSanders: In the year 2016, public colleges and universities should be tuition free. How will we pay for it? We're gonna tax Wall …",FALSE,0,NA,2016-02-02 23:59:48,FALSE,NA,"694671593746726912",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","calaveradecolor",2440,TRUE,FALSE,NA,NA
"16","RT @BernieSanders: The greed and the illegal behavior of Wall Street drove this economy to its knees. It's Wall Street's time to help the m…",FALSE,0,NA,2016-02-02 23:59:48,FALSE,NA,"694671590840254467",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ohyez",1441,TRUE,FALSE,NA,NA
"17","RT @BernieSanders: The greed and the illegal behavior of Wall Street drove this economy to its knees. It's Wall Street's time to help the m…",FALSE,0,NA,2016-02-02 23:59:47,FALSE,NA,"694671587958632449",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Lite_that_J",1441,TRUE,FALSE,NA,NA
"18","RT @BernieSanders: The greed and the illegal behavior of Wall Street drove this economy to its knees. It's Wall Street's time to help the m…",FALSE,0,NA,2016-02-02 23:59:45,FALSE,NA,"694671579507093507",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AuditoryPurist",1441,TRUE,FALSE,NA,NA
"19","RT @BernieSanders: Last night, we began the political revolution not just in Iowa, not just in New Hampshire but all over this nation. http…",FALSE,0,NA,2016-02-02 23:59:45,FALSE,NA,"694671579356135424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lawrencefrydman",2185,TRUE,FALSE,NA,NA
"20","RT @BernieSanders: Blitzer: ""The debate in New York City that they want. Are you accepting that?""

Clinton: ""No...""
https://t.co/klNDtKYeM1",FALSE,0,NA,2016-02-02 23:59:45,FALSE,NA,"694671578127163392",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","deadgrlsally",1528,TRUE,FALSE,NA,NA
"21","RT @BernieSanders: The greed and the illegal behavior of Wall Street drove this economy to its knees. It's Wall Street's time to help the m…",FALSE,0,NA,2016-02-02 23:59:45,FALSE,NA,"694671577577689089",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","baroqueartisan",1441,TRUE,FALSE,NA,NA
"22","RT @BernieSanders: The American people are ready to stand up and fight for fundamental change on how politics is done. #nhpolitics https://…",FALSE,0,NA,2016-02-02 23:59:42,FALSE,NA,"694671566924226560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","robert_e_horton",1227,TRUE,FALSE,NA,NA
"23","RT @Morning_Joe: .@BernieSanders sets his sights on New Hampshire and beyond. Tune in TOMORROW! #morningjoe https://t.co/kMW818Ap59",FALSE,0,NA,2016-02-02 23:59:42,FALSE,NA,"694671566014128129",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GhostofYeezmas",505,TRUE,FALSE,NA,NA
"24","I'm not not saying the snow is god punishing us for Iowa's poor choices in the caucuses #FeelTheBern @BernieSanders",FALSE,3,NA,2016-02-02 23:59:41,FALSE,NA,"694671562490920961",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JackHurbanis",0,FALSE,FALSE,NA,NA
"25","RT @BernieSanders: In the year 2016, public colleges and universities should be tuition free. How will we pay for it? We're gonna tax Wall …",FALSE,0,NA,2016-02-02 23:59:40,FALSE,NA,"694671559701635072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","joserosales33_",2440,TRUE,FALSE,NA,NA
"26","RT @BernieSanders: The greed and the illegal behavior of Wall Street drove this economy to its knees. It's Wall Street's time to help the m…",FALSE,0,NA,2016-02-02 23:59:40,FALSE,NA,"694671559286398976",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sailor_guy",1441,TRUE,FALSE,NA,NA
"27","RT @PCaravousanos: I can't comprehend how we as a country are potentially moving toward an openly socialist president with @BernieSanders",FALSE,0,NA,2016-02-02 23:59:40,FALSE,NA,"694671559231934464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ThatLaBuaDude",1,TRUE,FALSE,NA,NA
"28","RT @BernieSanders: What we proved last night and what we'll prove again next week is what we have said all along: when we stand together, a…",FALSE,0,NA,2016-02-02 23:59:40,FALSE,NA,"694671557558452224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","R_A_W420",5551,TRUE,FALSE,NA,NA
"29","RT @BernieSanders: The American people are ready to stand up and fight for fundamental change on how politics is done. #nhpolitics https://…",FALSE,0,NA,2016-02-02 23:59:39,FALSE,NA,"694671554987347968",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","djroy65",1227,TRUE,FALSE,NA,NA
"30","RT @BernieSanders: The greed and the illegal behavior of Wall Street drove this economy to its knees. It's Wall Street's time to help the m…",FALSE,0,NA,2016-02-02 23:59:38,FALSE,NA,"694671551367503872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Neurohh",1441,TRUE,FALSE,NA,NA
"31","RT @BernieSanders: Last night, we began the political revolution not just in Iowa, not just in New Hampshire but all over this nation. http…",FALSE,0,NA,2016-02-02 23:59:36,FALSE,NA,"694671540521013248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","robert_e_horton",2185,TRUE,FALSE,NA,NA
"32","RT @BernieSanders: The greed and the illegal behavior of Wall Street drove this economy to its knees. It's Wall Street's time to help the m…",FALSE,0,NA,2016-02-02 23:59:33,FALSE,NA,"694671530563899397",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rainoflazra",1441,TRUE,FALSE,NA,NA
"33","RT @OwenJones84: What an honour to meet @BernieSanders' extremely proud brother Larry in London tonight #FeelTheBern https://t.co/8socPVoEdV",FALSE,0,NA,2016-02-02 23:59:33,FALSE,NA,"694671527204253696",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Sadaf_Moosvi",127,TRUE,FALSE,NA,NA
"34","@Morning_Joe @BernieSanders What is his magical health plan that will reduce costs enough to pay for all the freebies?",FALSE,0,"Morning_Joe",2016-02-02 23:59:32,FALSE,"694667595568529412","694671524134023168","254117355","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","fmfa94",0,FALSE,FALSE,NA,NA
"35","RT @BernieSanders: The greed and the illegal behavior of Wall Street drove this economy to its knees. It's Wall Street's time to help the m…",FALSE,0,NA,2016-02-02 23:59:32,FALSE,NA,"694671523903250432",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","soulbat25",1441,TRUE,FALSE,NA,NA
"36","RT @BernieSanders: The greed and the illegal behavior of Wall Street drove this economy to its knees. It's Wall Street's time to help the m…",FALSE,0,NA,2016-02-02 23:59:31,FALSE,NA,"694671521877340164",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MeganS_Lee",1441,TRUE,FALSE,NA,NA
"37","@SenSanders @SenWarren @BernieSanders #GetTheseFree4AllFlint! #StopTheAttacksNow War on Natural Medicine Continues https://t.co/0nTUPLvqBC",FALSE,1,"SenSanders",2016-02-02 23:59:31,FALSE,NA,"694671518979194881","29442313","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","_bhickman",0,FALSE,FALSE,NA,NA
"38","RT @BernieSanders: We do not represent the interests of the billionaire class, Wall Street or corporate America. We don't want their money.",FALSE,0,NA,2016-02-02 23:59:31,FALSE,NA,"694671518618427393",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ghgokey",1305,TRUE,FALSE,NA,NA
"39","RT @elizadushku: ""#NotMeUs"" @BernieSanders  https://t.co/OPkvKhhOVh",FALSE,0,NA,2016-02-02 23:59:30,FALSE,NA,"694671515497803776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","waddellbone",31,TRUE,FALSE,NA,NA
"40","RT @BernieSanders: The greed and the illegal behavior of Wall Street drove this economy to its knees. It's Wall Street's time to help the m…",FALSE,0,NA,2016-02-02 23:59:30,FALSE,NA,"694671514994606081",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Linda1746",1441,TRUE,FALSE,NA,NA
"41","RT @BernieSanders: Last night, we began the political revolution not just in Iowa, not just in New Hampshire but all over this nation. http…",FALSE,0,NA,2016-02-02 23:59:29,FALSE,NA,"694671512297717763",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hellomisslou",2185,TRUE,FALSE,NA,NA
"42","RT @abetterlizard: Cole Capobianco, age 2 1/2 from Fort Mill, South Carolina is #FeelingTheBern. @BernieSanders @People4Bernie https://t.co…",FALSE,0,NA,2016-02-02 23:59:29,FALSE,NA,"694671512171720704",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","coricobain",13,TRUE,FALSE,NA,NA
"43","RT @billmckibben: #NotMeUs might be the best political slogan I've ever heard. Thank you @BernieSanders--and on we go!",FALSE,0,NA,2016-02-02 23:59:28,FALSE,NA,"694671509936324608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Juhcobbbb",156,TRUE,FALSE,NA,NA
"44","RT @BernieSanders: In the year 2016, public colleges and universities should be tuition free. How will we pay for it? We're gonna tax Wall …",FALSE,0,NA,2016-02-02 23:59:28,FALSE,NA,"694671506069180417",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ariramku",2440,TRUE,FALSE,NA,NA
"45","RT @BernieSanders: The American people are ready to stand up and fight for fundamental change on how politics is done. #nhpolitics https://…",FALSE,0,NA,2016-02-02 23:59:27,FALSE,NA,"694671503674093568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","joserosales33_",1227,TRUE,FALSE,NA,NA
"46","VID: Slater's '16 political statement. @BernieSanders @CNNPolitics @AlohaPointSurf https://t.co/Xl4h4XCBCp https://t.co/JN57cV4eQb",FALSE,0,NA,2016-02-02 23:59:27,FALSE,NA,"694671502248013824",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BoardroomSurf",0,FALSE,FALSE,NA,NA
"47","RT @BernieSanders: We accomplished what the political establishment said was impossible. Don't underestimate us https://t.co/DeV0NhI2mi htt…",FALSE,0,NA,2016-02-02 23:59:26,FALSE,NA,"694671499160989696",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JessicaRonci",15596,TRUE,FALSE,NA,NA
"48","RT @BernieSanders: Last night, we began the political revolution not just in Iowa, not just in New Hampshire but all over this nation. http…",FALSE,0,NA,2016-02-02 23:59:25,FALSE,NA,"694671493997936640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Spinkedup",2185,TRUE,FALSE,NA,NA
"49","@DaveBolsen @BernieSanders on the contrary I am educated and in the upper middle class bracket.",FALSE,1,"DaveBolsen",2016-02-02 23:59:24,FALSE,"694670500719529984","694671490403282944","4681593972","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ghanchulak",0,FALSE,FALSE,NA,NA
"50","RT @jasondhorowitz: Within 90 minutes of completing his speech last night, @BernieSanders raised $1 million in campaign donations, per camp…",FALSE,0,NA,2016-02-02 23:59:23,FALSE,NA,"694671487719055362",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","asan1988",372,TRUE,FALSE,NA,NA
"51","RT @BernieSanders: The greed and the illegal behavior of Wall Street drove this economy to its knees. It's Wall Street's time to help the m…",FALSE,0,NA,2016-02-02 23:59:22,FALSE,NA,"694671481960136704",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","xmagz_",1441,TRUE,FALSE,NA,NA
"52","@BernieSanders Apparently Boeing, Microsoft and Amazon lobbied so they don't pay sales tax in Washington on most things This is corruption",FALSE,0,"BernieSanders",2016-02-02 23:59:20,FALSE,NA,"694671475157000192","216776631","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","johnabussiere",0,FALSE,FALSE,NA,NA
"53","RT @jackking517: @BernieSanders
Hillary: *wants debate*
Bernie: Fine, sure.
Bernie: *wants debate*
Hillary: no!",FALSE,0,NA,2016-02-02 23:59:20,FALSE,NA,"694671474422972416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_jesseniajasmin",37,TRUE,FALSE,NA,NA
"54","RT @BernieSanders: In the year 2016, public colleges and universities should be tuition free. How will we pay for it? We're gonna tax Wall …",FALSE,0,NA,2016-02-02 23:59:19,FALSE,NA,"694671470505639936",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NickRaels",2440,TRUE,FALSE,NA,NA
"55","RT @BernieSanders: The American people are ready to stand up and fight for fundamental change on how politics is done. #nhpolitics https://…",FALSE,0,NA,2016-02-02 23:59:18,FALSE,NA,"694671467326394368",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Fawkesdiah",1227,TRUE,FALSE,NA,NA
"56","RT @BernieSanders: In the year 2016, public colleges and universities should be tuition free. How will we pay for it? We're gonna tax Wall …",FALSE,0,NA,2016-02-02 23:59:18,FALSE,NA,"694671467234103296",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","MarjmoorIm",2440,TRUE,FALSE,NA,NA
"57","RT @BernieSanders: The greed and the illegal behavior of Wall Street drove this economy to its knees. It's Wall Street's time to help the m…",FALSE,0,NA,2016-02-02 23:59:16,FALSE,NA,"694671458342170624",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JMitaritonna",1441,TRUE,FALSE,NA,NA
"58","RT @BernieSanders: In the year 2016, public colleges and universities should be tuition free. How will we pay for it? We're gonna tax Wall …",FALSE,0,NA,2016-02-02 23:59:15,FALSE,NA,"694671454902685696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mere52801",2440,TRUE,FALSE,NA,NA
"59","RT @MSNBC: WATCH LIVE: @BernieSanders addresses voters in Claremont, New Hampshire:
https://t.co/AExxNl4FeJ",FALSE,0,NA,2016-02-02 23:59:15,FALSE,NA,"694671451270549504",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Fawkesdiah",326,TRUE,FALSE,NA,NA
"60","RT @BernieSanders: Blitzer: ""The debate in New York City that they want. Are you accepting that?""

Clinton: ""No...""
https://t.co/klNDtKYeM1",FALSE,0,NA,2016-02-02 23:59:14,FALSE,NA,"694671450955862017",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","fucker_exe",1528,TRUE,FALSE,NA,NA
"61","RT @BernieSanders: In the year 2016, public colleges and universities should be tuition free. How will we pay for it? We're gonna tax Wall …",FALSE,0,NA,2016-02-02 23:59:13,FALSE,NA,"694671443506941952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ColinMoir1",2440,TRUE,FALSE,NA,NA
"62","Never take @BernieSanders with you to Vegas. @HillaryClinton won all 6 precinct delegate coin tosses in the #IowaCaucus.",FALSE,1,NA,2016-02-02 23:59:11,FALSE,NA,"694671438314237952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aceleyva",0,FALSE,FALSE,NA,NA
"63","RT @BernieSanders: Blitzer: ""The debate in New York City that they want. Are you accepting that?""

Clinton: ""No...""
https://t.co/klNDtKYeM1",FALSE,0,NA,2016-02-02 23:59:07,FALSE,NA,"694671418827620353",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bitbytenybble11",1528,TRUE,FALSE,NA,NA
"64","RT @ReneeWPTZ: @BernieSanders rallies in Claremont and Keene #NH 1 day after #IowaCaucusresults, 1 week before #NHPrimary on @WPTZ https://…",FALSE,0,NA,2016-02-02 23:59:06,FALSE,NA,"694671416365555712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WPTZJeremy",3,TRUE,FALSE,NA,NA
"65","@rsdos621 @darrensands @guypbenson @BernieSanders no way, a white person telling black people what's best for them. Smh",FALSE,2,"rsdos621",2016-02-02 23:59:06,FALSE,"694574366718365696","694671414897577984","2903064759","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","stocktonduck",0,FALSE,FALSE,NA,NA
"66","RT @darrensands: Scoop: South Carolina Rep. Joe Neal to endorse @BernieSanders. His Richland Co. is the second most populous in S.C. https:…",FALSE,0,NA,2016-02-02 23:59:06,FALSE,NA,"694671414490562560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JacobRini15",875,TRUE,FALSE,NA,NA
"67","RT @elijahion: CNN exit poll: Independents breaking +40 to @BernieSanders. That's a general election coalition. #IowaCaucus https://t.co/Zr…",FALSE,0,NA,2016-02-02 23:59:04,FALSE,NA,"694671406295052288",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Indies4Bernie",249,TRUE,FALSE,NA,NA
"68","RT @BernieSanders: The greed and the illegal behavior of Wall Street drove this economy to its knees. It's Wall Street's time to help the m…",FALSE,0,NA,2016-02-02 23:59:03,FALSE,NA,"694671402125758464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JoshHernandez_",1441,TRUE,FALSE,NA,NA
"69","RT @BernieSanders: The greed and the illegal behavior of Wall Street drove this economy to its knees. It's Wall Street's time to help the m…",FALSE,0,NA,2016-02-02 23:59:01,FALSE,NA,"694671395532308480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Demonoid55",1441,TRUE,FALSE,NA,NA
"70","RT @BernieSanders: Blitzer: ""The debate in New York City that they want. Are you accepting that?""

Clinton: ""No...""
https://t.co/klNDtKYeM1",FALSE,0,NA,2016-02-02 23:59:01,FALSE,NA,"694671395356282880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Granta153",1528,TRUE,FALSE,NA,NA
"71","RT @BernieSanders: Last night, we began the political revolution not just in Iowa, not just in New Hampshire but all over this nation. http…",FALSE,0,NA,2016-02-02 23:59:01,FALSE,NA,"694671394890579968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","phalanx68",2185,TRUE,FALSE,NA,NA
"72","RT @BernieSanders: The American people are ready to stand up and fight for fundamental change on how politics is done. #nhpolitics https://…",FALSE,0,NA,2016-02-02 23:59:01,FALSE,NA,"694671393191890944",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","VVeljkovich",1227,TRUE,FALSE,NA,NA
"73","RT @BernieSanders: The greed and the illegal behavior of Wall Street drove this economy to its knees. It's Wall Street's time to help the m…",FALSE,0,NA,2016-02-02 23:59:00,FALSE,NA,"694671391929421828",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AalaouzeAstrid",1441,TRUE,FALSE,NA,NA
"74","RT @CNN: Iowa poll: @realDonaldTrump and @BernieSanders are leading https://t.co/LSBl1XeQjB #IACaucus https://t.co/dmB1zUfYYH",FALSE,0,NA,2016-02-02 23:59:00,FALSE,NA,"694671391816294401",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DawnMStaton",516,TRUE,FALSE,NA,NA
"75","RT @Morning_Joe: .@BernieSanders sets his sights on New Hampshire and beyond. Tune in TOMORROW! #morningjoe https://t.co/kMW818Ap59",FALSE,0,NA,2016-02-02 23:58:59,FALSE,NA,"694671386409881600",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mrs_Evans13",505,TRUE,FALSE,NA,NA
"76","RT @Morning_Joe: .@BernieSanders sets his sights on New Hampshire and beyond. Tune in TOMORROW! #morningjoe https://t.co/kMW818Ap59",FALSE,0,NA,2016-02-02 23:58:59,FALSE,NA,"694671385411584001",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Fawkesdiah",505,TRUE,FALSE,NA,NA
"77","RT @BernieSanders: Blitzer: ""The debate in New York City that they want. Are you accepting that?""

Clinton: ""No...""
https://t.co/klNDtKYeM1",FALSE,0,NA,2016-02-02 23:58:55,FALSE,NA,"694671371440427008",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Fawkesdiah",1528,TRUE,FALSE,NA,NA
"78","RT @BernieSanders: Blitzer: ""The debate in New York City that they want. Are you accepting that?""

Clinton: ""No...""
https://t.co/klNDtKYeM1",FALSE,0,NA,2016-02-02 23:58:55,FALSE,NA,"694671370052071428",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kj_boyle",1528,TRUE,FALSE,NA,NA
"79","RT @BernieSanders: Blitzer: ""The debate in New York City that they want. Are you accepting that?""

Clinton: ""No...""
https://t.co/klNDtKYeM1",FALSE,0,NA,2016-02-02 23:58:55,FALSE,NA,"694671367371886593",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AfricaOhAfrica2",1528,TRUE,FALSE,NA,NA
"80","RT @BernieSanders: Last night, we began the political revolution not just in Iowa, not just in New Hampshire but all over this nation. http…",FALSE,0,NA,2016-02-02 23:58:54,FALSE,NA,"694671366696648705",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","helen_decoste",2185,TRUE,FALSE,NA,NA
"81","RT @BernieSanders: Last night, we began the political revolution not just in Iowa, not just in New Hampshire but all over this nation. http…",FALSE,0,NA,2016-02-02 23:58:53,FALSE,NA,"694671358983344134",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ariramku",2185,TRUE,FALSE,NA,NA
"82","RT @BernieSanders: The greed and the illegal behavior of Wall Street drove this economy to its knees. It's Wall Street's time to help the m…",FALSE,0,NA,2016-02-02 23:58:52,FALSE,NA,"694671356911177728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mere52801",1441,TRUE,FALSE,NA,NA
