"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"2245","@cascamike @BernieSanders Let's take NH by storm",FALSE,0,"cascamike",2016-02-02 23:20:48,FALSE,"694467362716827648","694661778404323328","338779219","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BERNIEBURNIN",0,FALSE,FALSE,NA,NA
"2246","@tedcruz @HillaryClinton @marcorubio @BernieSanders and @realDonaldTrump 
prove choice is over rated

#KhanForEmperor2016",FALSE,0,"tedcruz",2016-02-02 23:20:47,FALSE,NA,"694661771697766401","23022687","<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","WhatWouldKhanDo",0,FALSE,FALSE,NA,NA
"2247","RT @BernieSanders: We do not represent the interests of the billionaire class, Wall Street or corporate America. We don't want their money.",FALSE,0,NA,2016-02-02 23:20:45,FALSE,NA,"694661766157078528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","stressedliberal",1305,TRUE,FALSE,NA,NA
"2248","RT @BernieSanders: Let's be clear. This campaign is not about Bernie Sanders. This campaign is about the needs of the American people. #Cau…",FALSE,0,NA,2016-02-02 23:20:44,FALSE,NA,"694661759685173248",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cornelldog",4628,TRUE,FALSE,NA,NA
"2249","RT @KThomasDC: .@BernieSanders marches on MLK Day in Columbia, S.C. https://t.co/GNOD7lfgVI",FALSE,0,NA,2016-02-02 23:20:41,FALSE,NA,"694661747257413632",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CallMeUgas",3593,TRUE,FALSE,NA,NA
"2250","RT @BernieSanders: We accomplished what the political establishment said was impossible. Don't underestimate us https://t.co/DeV0NhI2mi htt…",FALSE,0,NA,2016-02-02 23:20:41,FALSE,NA,"694661746229940224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SaraKohli",15596,TRUE,FALSE,NA,NA
"2251","RT @BernieSanders: We do not represent the interests of the billionaire class, Wall Street or corporate America. We don't want their money.",FALSE,0,NA,2016-02-02 23:20:39,FALSE,NA,"694661740714262528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NicholeMcRae",1305,TRUE,FALSE,NA,NA
"2252","@Midwestcap @BernieSanders universities - we could also stop spending so much damn money on sending troops overseas to fight in a war that",FALSE,0,"Midwestcap",2016-02-02 23:20:37,FALSE,"694649442998341638","694661730119589889","3394220733","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Princess_OF_NYC",0,FALSE,FALSE,NA,NA
"2253","RT @allenarias506: .@BernieSanders welcoming #NewHampshire this morning! Unstoppable authenticity! #FeelTheBern https://t.co/mqNNUt90NU htt…",FALSE,0,NA,2016-02-02 23:20:36,FALSE,NA,"694661727275859968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ggenneen",8,TRUE,FALSE,NA,NA
"2254","RT @BernieSanders: In the year 2016, public colleges and universities should be tuition free. How will we pay for it? We're gonna tax Wall …",FALSE,0,NA,2016-02-02 23:20:35,FALSE,NA,"694661723358433282",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","mixa_franz",2440,TRUE,FALSE,NA,NA
"2255","RT @BernieSanders: In the year 2016, public colleges and universities should be tuition free. How will we pay for it? We're gonna tax Wall …",FALSE,0,NA,2016-02-02 23:20:29,FALSE,NA,"694661696879665152",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","philipmcrevis69",2440,TRUE,FALSE,NA,NA
"2256","RT @BernieSanders: Last night, we began the political revolution not just in Iowa, not just in New Hampshire but all over this nation. http…",FALSE,0,NA,2016-02-02 23:20:27,FALSE,NA,"694661690818953216",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JJohnsonIsBae",2185,TRUE,FALSE,NA,NA
"2257","@MMFlint Petition asking AFL-CIO to Endorse @BernieSanders Show them Labor feels the Bern https://t.co/vnBVJ5E93p #notMeUs #BernieStrong",FALSE,1,"MMFlint",2016-02-02 23:20:25,FALSE,NA,"694661681562038272","20479813","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bernieorbustPDX",0,FALSE,FALSE,NA,NA
"2258","RT @BernieSanders: In the year 2016, public colleges and universities should be tuition free. How will we pay for it? We're gonna tax Wall …",FALSE,0,NA,2016-02-02 23:20:25,FALSE,NA,"694661679779438592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Peso_Q",2440,TRUE,FALSE,NA,NA
"2259","RT @BernieSanders: Last night, we began the political revolution not just in Iowa, not just in New Hampshire but all over this nation. http…",FALSE,0,NA,2016-02-02 23:20:22,FALSE,NA,"694661669763436544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NicholeMcRae",2185,TRUE,FALSE,NA,NA
"2260","RT @BernieSanders: Last night, we began the political revolution not just in Iowa, not just in New Hampshire but all over this nation. http…",FALSE,0,NA,2016-02-02 23:20:20,FALSE,NA,"694661659227344896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nicoleagee_",2185,TRUE,FALSE,NA,NA
"2261",".@senatorcapri: I think @BernieSanders needs to articulate his position on how he'll make single-payer healthcare happen. #uspoli #pnpcbc",FALSE,2,NA,2016-02-02 23:20:19,FALSE,NA,"694661656496988162",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PnPCBC",1,FALSE,FALSE,NA,NA
"2262","RT @chayesmatthew: How'd pundits shrug off @BernieSanders' chances vs. @HillaryClinton? Let @the_intercept's ZaidJilani count the ways. htt…",FALSE,0,NA,2016-02-02 23:20:14,FALSE,NA,"694661636397887488",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Azi",6,TRUE,FALSE,NA,NA
"2263","@Midwestcap @BernieSanders Hmm or we could just raise the taxes on the RICH, those on Wall Street to pay for the tuition free colleges and",FALSE,0,"Midwestcap",2016-02-02 23:20:13,FALSE,"694649442998341638","694661630832033793","3394220733","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Princess_OF_NYC",0,FALSE,FALSE,NA,NA
"2264","RT @politico: .@BernieSanders refuses to concede defeat in Iowa https://t.co/xHzSFQmv5M | Getty https://t.co/BT0saIbES6",FALSE,0,NA,2016-02-02 23:20:04,FALSE,NA,"694661591720026118",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Zener39",59,TRUE,FALSE,NA,NA
"2265","RT @caitlinstasey: YOUNG DEMOCRATS, U HAV TH ABILITY 2 DRAMATICALLY EFFECT THIS ELECTION!
#FeelTheBern
@ShaunKing 
@BernieSanders
VOTE http…",FALSE,0,NA,2016-02-02 23:20:00,FALSE,NA,"694661574036852738",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iramaenicolas",341,TRUE,FALSE,NA,NA
"2266","RT @BostonGlobe: .@BernieSanders crowd chants, ""Feel the Bern!"" #IowaCaucus https://t.co/3Rn7M7XJLP https://t.co/bo5jnu2ZXJ",FALSE,0,NA,2016-02-02 23:19:58,FALSE,NA,"694661566134886401",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sunkissfreckles",602,TRUE,FALSE,NA,NA
"2267","RAZOR-THIN VICTORY: @HillaryClinton 49.8%
@BernieSanders 49.6%
#IowaCaucus
https://t.co/7egYXomzVw https://t.co/dBzRktLMBb",FALSE,11,NA,2016-02-02 23:19:55,FALSE,NA,"694661556345315332",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","ChannelNewsAsia",18,FALSE,FALSE,NA,NA
"2268","RT @BernieSanders: We do not represent the interests of the billionaire class, Wall Street or corporate America. We don't want their money.",FALSE,0,NA,2016-02-02 23:19:55,FALSE,NA,"694661555816787968",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cornelldog",1305,TRUE,FALSE,NA,NA
"2269","I'll vote for whoever rights this injustice @BernieSanders @HillaryClinton  https://t.co/5ZBZef38WG",FALSE,1,NA,2016-02-02 23:19:55,FALSE,NA,"694661555774955523",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_brittanyv",0,FALSE,FALSE,NA,NA
"2270",".@senatorcapri: I believe @BernieSanders will win New Hampshire, neighbouring state of his home Vermont. #pnpcbc",FALSE,3,NA,2016-02-02 23:19:54,FALSE,NA,"694661550523707392",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PnPCBC",1,FALSE,FALSE,NA,NA
"2271","RT @BernieSanders: In the year 2016, public colleges and universities should be tuition free. How will we pay for it? We're gonna tax Wall …",FALSE,0,NA,2016-02-02 23:19:54,FALSE,NA,"694661550078951426",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cornelldog",2440,TRUE,FALSE,NA,NA
"2272","RT @BernieSanders: We do not represent the interests of the billionaire class, Wall Street or corporate America. We don't want their money.",FALSE,0,NA,2016-02-02 23:19:54,FALSE,NA,"694661548476739584",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","24hoparoo",1305,TRUE,FALSE,NA,NA
"2273","RT @darrensands: Scoop: South Carolina Rep. Joe Neal to endorse @BernieSanders. His Richland Co. is the second most populous in S.C. https:…",FALSE,0,NA,2016-02-02 23:19:53,FALSE,NA,"694661546509664256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mbmdoc",875,TRUE,FALSE,NA,NA
"2274","RT @AneesaSM: HAPPENING NOW: SC state rep Joe Neal announces his endorsement of @BernieSanders https://t.co/ExFw22VgZo",FALSE,0,NA,2016-02-02 23:19:50,FALSE,NA,"694661532316254210",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mikescarn007",821,TRUE,FALSE,NA,NA
"2275","@politico @BernieSanders sore loser",FALSE,0,"politico",2016-02-02 23:19:49,FALSE,"694659079801692162","694661528314773504","9300262","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ljreynolds13",0,FALSE,FALSE,NA,NA
"2276","Is this true @BernieSanders? Coin Toss Backwards, Per Rule 28 - Hillary Lost, Not Gained Delegates https://t.co/tIELlx7SyE",FALSE,0,NA,2016-02-02 23:19:46,FALSE,NA,"694661518433087488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Magic_Unicorn",0,FALSE,FALSE,NA,NA
"2277","RT @CNNSitRoom: ""It looks like we are in a virtual tie,"" @berniesanders announces: https://t.co/nL0KnRjg1r #IowaCaucus https://t.co/McXcXhM…",FALSE,0,NA,2016-02-02 23:19:43,FALSE,NA,"694661505178972160",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dyrondavidwade",339,TRUE,FALSE,NA,NA
"2278","RT @snopes: Questions about @BernieSanders, @HillaryClinton and the #IowaCaucusresults coin flip: 

https://t.co/C6TzRtwHQF https://t.co/3y…",FALSE,0,NA,2016-02-02 23:19:42,FALSE,NA,"694661500724760578",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sudenveri",39,TRUE,FALSE,NA,NA
"2279","RT @BernieSanders: In the year 2016, public colleges and universities should be tuition free. How will we pay for it? We're gonna tax Wall …",FALSE,0,NA,2016-02-02 23:19:37,FALSE,NA,"694661480243818496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dee_Cutest",2440,TRUE,FALSE,NA,NA
"2280","RT @BernieSanders: In the year 2016, public colleges and universities should be tuition free. How will we pay for it? We're gonna tax Wall …",FALSE,0,NA,2016-02-02 23:19:37,FALSE,NA,"694661477655969792",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","24hoparoo",2440,TRUE,FALSE,NA,NA
"2281","RT @politico: .@BernieSanders refuses to concede defeat in Iowa https://t.co/xHzSFQmv5M | Getty https://t.co/BT0saIbES6",FALSE,0,NA,2016-02-02 23:19:36,FALSE,NA,"694661475399516161",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RavelTheTruth",59,TRUE,FALSE,NA,NA
"2282","RT @BernieSanders: We accomplished what the political establishment said was impossible. Don't underestimate us https://t.co/DeV0NhI2mi htt…",FALSE,0,NA,2016-02-02 23:19:34,FALSE,NA,"694661468772548608",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","real_enigmious",15596,TRUE,FALSE,NA,NA
"2283","RT @BernieSanders: What we proved last night and what we'll prove again next week is what we have said all along: when we stand together, a…",FALSE,0,NA,2016-02-02 23:19:33,FALSE,NA,"694661464267886592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Selina_2696",5551,TRUE,FALSE,NA,NA
"2284","@wolfblitzer @JohnKingCNN @GloriaBorger 

Will @BernieSanders  be able to get very many of the ""Super delegates""?",FALSE,0,"wolfblitzer",2016-02-02 23:19:32,FALSE,NA,"694661459159035904","71294756","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Geoffrey2313819",0,FALSE,FALSE,NA,NA
"2285","RT @BernieSanders: In the year 2016, public colleges and universities should be tuition free. How will we pay for it? We're gonna tax Wall …",FALSE,0,NA,2016-02-02 23:19:32,FALSE,NA,"694661458811027458",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yclaes623",2440,TRUE,FALSE,NA,NA
"2286","My suggestions for @BernieSanders' running mate: @KendrickLamar, Larry David, @BillClinton. 

#FeelTheBern",FALSE,0,NA,2016-02-02 23:19:32,FALSE,NA,"694661457498144768",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","robert_etc",0,FALSE,FALSE,NA,NA
"2287","RT @BernieSanders: In the year 2016, public colleges and universities should be tuition free. How will we pay for it? We're gonna tax Wall …",FALSE,0,NA,2016-02-02 23:19:30,FALSE,NA,"694661450237804544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_beasknees",2440,TRUE,FALSE,NA,NA
"2288","RT @BernieSanders: In the year 2016, public colleges and universities should be tuition free. How will we pay for it? We're gonna tax Wall …",FALSE,0,NA,2016-02-02 23:19:27,FALSE,NA,"694661439240294400",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SonnySpastic",2440,TRUE,FALSE,NA,NA
"2289","RT @catsynthspace: COSIS for @BernieSanders...
@SenSanders #BernieSanders #Bernie2016 https://t.co/OC8zhjx1iF",FALSE,0,NA,2016-02-02 23:19:27,FALSE,NA,"694661438170927106",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_cWhiii",7,TRUE,FALSE,NA,NA
"2290","RT @laceynoonan: Whoever makes this illegal has my vote. @BernieSanders @HillaryClinton @MittRomney @LincolnChafee #IowaCaucus https://t.co…",FALSE,0,NA,2016-02-02 23:19:27,FALSE,NA,"694661435939487744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DaColossalSquid",109,TRUE,FALSE,NA,NA
"2291","RT @benjerrynh: @BernieSanders Pls. visit Ben &amp; Jerry's 940 Elm St Manchester &amp; get on  our Wall #fitn #nhpolitics",FALSE,0,NA,2016-02-02 23:19:25,FALSE,NA,"694661428612108289",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Nagatron1",1,TRUE,FALSE,NA,NA
"2292","RT @BernieSanders: They say you don't care. They say you won't caucus. They say we can't win. Prove them wrong. #CaucusForBernie
https://t.…",FALSE,0,NA,2016-02-02 23:19:24,FALSE,NA,"694661424166100993",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JJohnsonIsBae",6605,TRUE,FALSE,NA,NA
"2293","RT @MSNBC: WATCH LIVE: @BernieSanders addresses voters in Claremont, New Hampshire:
https://t.co/AExxNl4FeJ",FALSE,0,NA,2016-02-02 23:19:19,FALSE,NA,"694661402074730496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BananaheadJJB",326,TRUE,FALSE,NA,NA
"2294","RT @BernieSanders: Last night, we began the political revolution not just in Iowa, not just in New Hampshire but all over this nation. http…",FALSE,0,NA,2016-02-02 23:19:18,FALSE,NA,"694661399662866432",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","24hoparoo",2185,TRUE,FALSE,NA,NA
"2295","RT @CNNPolitics: .@BernieSanders: ""We're revitalizing American democracy"" https://t.co/jmnVRXxlX2 via @rebekahmetzler  #IowaCaucus https://…",FALSE,0,NA,2016-02-02 23:19:17,FALSE,NA,"694661394910814208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CCEMC1",52,TRUE,FALSE,NA,NA
"2296","RT @BernieSanders: Last night, we began the political revolution not just in Iowa, not just in New Hampshire but all over this nation. http…",FALSE,0,NA,2016-02-02 23:19:16,FALSE,NA,"694661391072915458",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","stevezeee83",2185,TRUE,FALSE,NA,NA
"2297","RT @BernieSanders: In the year 2016, public colleges and universities should be tuition free. How will we pay for it? We're gonna tax Wall …",FALSE,0,NA,2016-02-02 23:19:12,FALSE,NA,"694661374853652481",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CCEMC1",2440,TRUE,FALSE,NA,NA
"2298","@BernieSanders I love you, Bernie, but many people don't understand that tuition is only half of the college expense for a public university",FALSE,0,"BernieSanders",2016-02-02 23:19:11,FALSE,"694643230520901632","694661371632287744","216776631","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kamin4",0,FALSE,FALSE,NA,NA
"2299","The War on @BernieSanders - https://t.co/LbJXM9AJLf via @Shareaholic #breakingbad #breakinghegemony",FALSE,0,NA,2016-02-02 23:19:09,FALSE,NA,"694661359829561344",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ir2180",0,FALSE,FALSE,NA,NA
"2300","How'd pundits shrug off @BernieSanders' chances vs. @HillaryClinton? Let @the_intercept's ZaidJilani count the ways. https://t.co/onHKDvaw4m",FALSE,4,NA,2016-02-02 23:19:06,FALSE,NA,"694661348538650625",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","chayesmatthew",6,FALSE,FALSE,NA,NA
"2301","RT @BernieSanders: What we proved last night and what we'll prove again next week is what we have said all along: when we stand together, a…",FALSE,0,NA,2016-02-02 23:19:03,FALSE,NA,"694661337209679872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mtnealbmf",5551,TRUE,FALSE,NA,NA
"2302","RT @BernieSanders: We accomplished what the political establishment said was impossible. Don't underestimate us https://t.co/DeV0NhI2mi htt…",FALSE,0,NA,2016-02-02 23:19:03,FALSE,NA,"694661334936481792",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Andreas__Nagel",15596,TRUE,FALSE,NA,NA
"2303","RT @BernieSanders: In the year 2016, public colleges and universities should be tuition free. How will we pay for it? We're gonna tax Wall …",FALSE,0,NA,2016-02-02 23:19:01,FALSE,NA,"694661327764090880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","emilydeerson",2440,TRUE,FALSE,NA,NA
"2304","RT @BernieSanders: In the year 2016, public colleges and universities should be tuition free. How will we pay for it? We're gonna tax Wall …",FALSE,0,NA,2016-02-02 23:19:00,FALSE,NA,"694661322982703104",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jay_fiv3",2440,TRUE,FALSE,NA,NA
"2305","@BernieSanders Great Job Last Night Bernie!  Good Luck in NH! https://t.co/exjaxOQTv2",FALSE,0,"BernieSanders",2016-02-02 23:18:59,FALSE,NA,"694661321720205312","216776631","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kolar_james",0,FALSE,FALSE,NA,NA
"2306","RT @Newsweek: Hillary Clinton may have won Iowa, but @BernieSanders has not ruled out contesting the vote https://t.co/czGvV4AExW https://t…",FALSE,0,NA,2016-02-02 23:18:55,FALSE,NA,"694661304280354816",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MahatmaKhote",30,TRUE,FALSE,NA,NA
"2307","RT @BernieSanders: We do not represent the interests of the billionaire class, Wall Street or corporate America. We don't want their money.",FALSE,0,NA,2016-02-02 23:18:55,FALSE,NA,"694661302585856000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chastainnn",1305,TRUE,FALSE,NA,NA
"2308","@AlexCl4rk @westoncatron @BernieSanders over 11,000 county delegates via https://t.co/GKt1ZDlhGE",FALSE,0,"AlexCl4rk",2016-02-02 23:18:55,FALSE,"694401791430098945","694661301373521920","178713114","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","cuomo456",0,FALSE,FALSE,NA,NA
"2309","RT @BernieSanders: What we proved last night and what we'll prove again next week is what we have said all along: when we stand together, a…",FALSE,0,NA,2016-02-02 23:18:54,FALSE,NA,"694661299045793792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","maddysparks23",5551,TRUE,FALSE,NA,NA
"2310","@SoliDeiGloriae @jasondhorowitz @nytimes @BernieSanders By coin toss.",FALSE,0,"SoliDeiGloriae",2016-02-02 23:18:53,FALSE,"694553945629421568","694661295098957825","2691401444","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CMMVaughn",0,FALSE,FALSE,NA,NA
"2311","RT @BernieSanders: What we proved last night and what we'll prove again next week is what we have said all along: when we stand together, a…",FALSE,0,NA,2016-02-02 23:18:53,FALSE,NA,"694661293337227264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","angeloregon",5551,TRUE,FALSE,NA,NA
"2312","RT @BernieSanders: In the year 2016, public colleges and universities should be tuition free. How will we pay for it? We're gonna tax Wall …",FALSE,0,NA,2016-02-02 23:18:53,FALSE,NA,"694661293186420736",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HopsBlend",2440,TRUE,FALSE,NA,NA
"2313","RT @jhutch1992: @BernieSanders our generation proved them wrong tonight . we do care. and we showed it. well done Iowa. thank you. #notmeus…",FALSE,0,NA,2016-02-02 23:18:52,FALSE,NA,"694661292309749760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JJohnsonIsBae",679,TRUE,FALSE,NA,NA
"2314","@ninaturner Petition asking AFL-CIO to Endorse  @BernieSanders Show them Labor feels the Bern https://t.co/vnBVJ5E93p #notMeUs #BernieStrong",FALSE,0,"ninaturner",2016-02-02 23:18:44,FALSE,NA,"694661255794003968","188793260","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bernieorbustPDX",0,FALSE,FALSE,NA,NA
"2315","@SenSanders @BernieSanders Sanders Gets High Marx #BernieSanders #IowaCaucusresults #NewHampshire https://t.co/cozZ91AarN",FALSE,1,"SenSanders",2016-02-02 23:18:44,FALSE,NA,"694661255575908352","29442313","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MrPoliticsusa",0,FALSE,FALSE,NA,NA
"2316","@nytimes @realDonaldTrump   only pull 25% of Republicans voter that less in general election again he has less support then @BernieSanders",FALSE,0,"nytimes",2016-02-02 23:18:43,FALSE,NA,"694661252065398784","807095","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sean_Heusdens",0,FALSE,FALSE,NA,NA
"2317","RT @cascamike: .@BernieSanders welcomed to new hampshire by a raucous crowd. ""what time is it?"" he asks. https://t.co/a7fcEc1Ckf",FALSE,0,NA,2016-02-02 23:18:43,FALSE,NA,"694661251461443584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mandi_starlight",1559,TRUE,FALSE,NA,NA
"2318","RT @elizadushku: ""#NotMeUs"" @BernieSanders  https://t.co/OPkvKhhOVh",FALSE,0,NA,2016-02-02 23:18:41,FALSE,NA,"694661245975318529",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","1PhoenixDragon",31,TRUE,FALSE,NA,NA
"2319","RT @AneesaSM: HAPPENING NOW: SC state rep Joe Neal announces his endorsement of @BernieSanders https://t.co/ExFw22VgZo",FALSE,0,NA,2016-02-02 23:18:40,FALSE,NA,"694661238840803329",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","heatherlyn04",821,TRUE,FALSE,NA,NA
"2320",".@GiannoCaldwell: @BernieSanders won #IowaCaucus, in my opinion. His campaign team feels very good about position he's in. #pnpcbc",FALSE,9,NA,2016-02-02 23:18:39,FALSE,NA,"694661235095240704",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PnPCBC",5,FALSE,FALSE,NA,NA
"2321","RT @BernieSanders: In the year 2016, public colleges and universities should be tuition free. How will we pay for it? We're gonna tax Wall …",FALSE,0,NA,2016-02-02 23:18:38,FALSE,NA,"694661231077113857",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","carolinetruesd",2440,TRUE,FALSE,NA,NA
"2322","@DrAndyMc - @BernieSanders really won Iowa! #iacaucus -- https://t.co/dPPTcQZ2XA",FALSE,0,"DrAndyMc",2016-02-02 23:18:36,FALSE,"694335539743297538","694661224026415104","1066546788","<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","ObamaTax",0,FALSE,FALSE,NA,NA
"2323","RT @ReutersTV: .@HillaryClinton edges out @BernieSanders in Iowa: https://t.co/RC64W99nxf https://t.co/zQsILYk6Fe",FALSE,0,NA,2016-02-02 23:18:35,FALSE,NA,"694661218288713729",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","carvajala09",14,TRUE,FALSE,NA,NA
"2324","I've read a lot slander of supporters of @BernieSanders today by  sites like @pajiba and @Salon #FeelTheBern  https://t.co/xZaZmAIR3C",FALSE,0,NA,2016-02-02 23:18:33,FALSE,NA,"694661210504085504",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SteveKLord",0,FALSE,FALSE,NA,NA
"2325","@BernieSanders A how to video.  Can expect this type of thing to happen again.  Taking down names videotaping time it happened Think needed",FALSE,0,"BernieSanders",2016-02-02 23:18:32,FALSE,"694555657777893376","694661208276914176","216776631","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JoanTurri",0,FALSE,FALSE,NA,NA
