has_media,hashtags,img_urls,is_replied,is_reply_to,likes,links,parent_tweet_id,replies,reply_to_users,retweets,screen_name,text,text_html,timestamp,timestamp_epochs,tweet_id,tweet_url,user_id,username,video_url
False,"['influenza', 'coronavirus', 'emergingviruses', 'diseaseXhttps']",[],False,False,1,['https://twitter.com/rthk_enews/status/1211864508882284546'],,0,[],0,EckerleIsabella,"#influenza (seasonal, avian) & common respiratory viruses ruled out? Upper/lower respiratory samples tested? Also by broadly reactive #coronavirus assays? Link to fishmarket - other meat (mammals, birds) sold there? Can’t wait to learn more #emergingviruses #diseaseXhttps://twitter.com/rthk_enews/status/1211864508882284546 …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/influenza?src=hash""><s>#</s><b>influenza</b></a> (seasonal, avian) &amp; common respiratory viruses ruled out? Upper/lower respiratory samples tested? Also by broadly reactive <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/coronavirus?src=hash""><s>#</s><b><strong>coronavirus</strong></b></a> assays? Link to fishmarket - other meat (mammals, birds) sold there? Can’t wait to learn more <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/emergingviruses?src=hash""><s>#</s><b>emergingviruses</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/diseaseX?src=hash""><s>#</s><b>diseaseX</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/rthk_enews/status/1211864508882284546"" dir=""ltr"" href=""https://t.co/eZ4wNAPnOz"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/rthk_enews/status/1211864508882284546""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/rthk_enews/sta</span><span class=""invisible"">tus/1211864508882284546</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",2019-12-31 14:04:18,2019-12-31 14:04:18,1212011599541743616,/EckerleIsabella/status/1212011599541743617,2715046843,Isabella Eckerle,
