has_media,hashtags,img_urls,is_replied,is_reply_to,likes,links,parent_tweet_id,replies,reply_to_users,retweets,screen_name,text,text_html,timestamp,timestamp_epochs,tweet_id,tweet_url,user_id,username,video_url
False,['coronavirus'],[],False,False,0,['https://vet.dipine.com/2020/01/canine-coronavirus-infection.html?spref=tw'],,0,[],0,DipineHealth,Vet Robin Hood: Canine #coronavirus infection https://vet.dipine.com/2020/01/canine-coronavirus-infection.html?spref=tw …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Vet Robin Hood: Canine <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/coronavirus?src=hash""><s>#</s><b><strong>coronavirus</strong></b></a> infection <a class=""twitter-timeline-link"" data-expanded-url=""https://vet.dipine.com/2020/01/canine-coronavirus-infection.html?spref=tw"" dir=""ltr"" href=""https://t.co/DwzAGXQgcd"" rel=""nofollow noopener"" target=""_blank"" title=""https://vet.dipine.com/2020/01/canine-coronavirus-infection.html?spref=tw""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">vet.dipine.com/2020/01/canine</span><span class=""invisible"">-coronavirus-infection.html?spref=tw</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",2020-01-06 20:38:18,2020-01-06 20:38:18,1214285081336000512,/DipineHealth/status/1214285081336000514,1156303100195540992,Dipine Health,
False,"['pneumonia', 'Wuhan', 'influenza', 'Adenovirus', 'Coronavirus']",[],False,False,0,['https://www.statnews.com/2020/01/04/mystery-pneumonia-outbreak-china/'],,0,[],0,ianwyj,"Interesting review of what we know (or don't know) about the #pneumonia cases in #Wuhan province. It's neither a  human or avian strain of #influenza nor #Adenovirus. So good chance it's a #Coronavirus.
https://www.statnews.com/2020/01/04/mystery-pneumonia-outbreak-china/ …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Interesting review of what we know (or don't know) about the <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/pneumonia?src=hash""><s>#</s><b>pneumonia</b></a> cases in <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Wuhan?src=hash""><s>#</s><b>Wuhan</b></a> province. It's neither a  human or avian strain of <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/influenza?src=hash""><s>#</s><b>influenza</b></a> nor <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Adenovirus?src=hash""><s>#</s><b>Adenovirus</b></a>. So good chance it's a <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Coronavirus?src=hash""><s>#</s><b><strong>Coronavirus</strong></b></a>.
<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://www.statnews.com/2020/01/04/mystery-pneumonia-outbreak-china/"" dir=""ltr"" href=""https://t.co/g53SibFBlZ"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.statnews.com/2020/01/04/mystery-pneumonia-outbreak-china/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">statnews.com/2020/01/04/mys</span><span class=""invisible"">tery-pneumonia-outbreak-china/</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",2020-01-06 14:37:47,2020-01-06 14:37:47,1214194355180691456,/ianwyj/status/1214194355180691457,792585668916420608,Ian Wee,
False,"['SARS', 'MERS', 'coronavirus', 'InfectiousDisease', 'China', 'TravelMedicine', 'PublicHealth', 'OneHealthhttps']",[],False,False,0,['https://www.who.int/csr/don/05-january-2020-pneumonia-of-unkown-cause-china/en/?fbclid=IwAR2M2PSZxgLkHOXO1YX8T6AJL3I0oiaRk2O5MAe8R8tNaue8W09IM3CPnTI#.XhLFdi_6y0c.twitter'],,0,[],0,Animal_Nurse,"Latest reports are of a possible #SARS-#MERS hybrid, a new #coronavirus.  ""Pneumonia of unknown cause – China"" #InfectiousDisease #China #TravelMedicine #PublicHealth #OneHealthhttps://www.who.int/csr/don/05-january-2020-pneumonia-of-unkown-cause-china/en/?fbclid=IwAR2M2PSZxgLkHOXO1YX8T6AJL3I0oiaRk2O5MAe8R8tNaue8W09IM3CPnTI#.XhLFdi_6y0c.twitter …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Latest reports are of a possible <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/SARS?src=hash""><s>#</s><b>SARS</b></a>-<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/MERS?src=hash""><s>#</s><b>MERS</b></a> hybrid, a new <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/coronavirus?src=hash""><s>#</s><b><strong>coronavirus</strong></b></a>.  ""Pneumonia of unknown cause – China"" <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/InfectiousDisease?src=hash""><s>#</s><b>InfectiousDisease</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/China?src=hash""><s>#</s><b>China</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/TravelMedicine?src=hash""><s>#</s><b>TravelMedicine</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/PublicHealth?src=hash""><s>#</s><b>PublicHealth</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/OneHealth?src=hash""><s>#</s><b>OneHealth</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://www.who.int/csr/don/05-january-2020-pneumonia-of-unkown-cause-china/en/?fbclid=IwAR2M2PSZxgLkHOXO1YX8T6AJL3I0oiaRk2O5MAe8R8tNaue8W09IM3CPnTI#.XhLFdi_6y0c.twitter"" dir=""ltr"" href=""https://t.co/5tk9NvMtFZ"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.who.int/csr/don/05-january-2020-pneumonia-of-unkown-cause-china/en/?fbclid=IwAR2M2PSZxgLkHOXO1YX8T6AJL3I0oiaRk2O5MAe8R8tNaue8W09IM3CPnTI#.XhLFdi_6y0c.twitter""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">who.int/csr/don/05-jan</span><span class=""invisible"">uary-2020-pneumonia-of-unkown-cause-china/en/?fbclid=IwAR2M2PSZxgLkHOXO1YX8T6AJL3I0oiaRk2O5MAe8R8tNaue8W09IM3CPnTI#.XhLFdi_6y0c.twitter</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",2020-01-06 05:29:38,2020-01-06 05:29:38,1214056406342602752,/Animal_Nurse/status/1214056406342602752,21139475,Meresa Salisbury,
False,['coronavirus'],[],True,False,7,['http://wjw.wuhan.gov.cn/front/web/showDetail/2020011109035'],,1,[],1,cmyeaton,"Wuhan pneumonia update. 41 cases, one death. Surprisingly, most are apparently still in care. #coronavirus http://wjw.wuhan.gov.cn/front/web/showDetail/2020011109035 …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Wuhan pneumonia update. 41 cases, one death. Surprisingly, most are apparently still in care. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/coronavirus?src=hash""><s>#</s><b><strong>coronavirus</strong></b></a> <a class=""twitter-timeline-link"" data-expanded-url=""http://wjw.wuhan.gov.cn/front/web/showDetail/2020011109035"" dir=""ltr"" href=""https://t.co/QHKOuMnZYn"" rel=""nofollow noopener"" target=""_blank"" title=""http://wjw.wuhan.gov.cn/front/web/showDetail/2020011109035""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">wjw.wuhan.gov.cn/front/web/show</span><span class=""invisible"">Detail/2020011109035</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",2020-01-10 23:57:30,2020-01-10 23:57:30,1215784765078548480,/cmyeaton/status/1215784765078548485,487673211,Caitlin Rivers,
False,"['coronavirus', 'Pneumonia', 'Wuhan', 'Chinahttp']",[],False,False,7,['http://bit.ly/2tJbH6N'],,0,[],5,greg_folkers,.@VOANews    VOA video: New Strain of #coronavirus Blamed for #Pneumonia Outbreak in #Wuhan #Chinahttp://bit.ly/2tJbH6N ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">.<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""16273831"" dir=""ltr"" href=""/VOANews""><s>@</s><b>VOANews</b></a>    VOA video: New Strain of <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/coronavirus?src=hash""><s>#</s><b><strong>coronavirus</strong></b></a> Blamed for <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Pneumonia?src=hash""><s>#</s><b>Pneumonia</b></a> Outbreak in <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Wuhan?src=hash""><s>#</s><b>Wuhan</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/China?src=hash""><s>#</s><b>China</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""http://bit.ly/2tJbH6N"" dir=""ltr"" href=""https://t.co/4STYfaQ7fp"" rel=""nofollow noopener"" target=""_blank"" title=""http://bit.ly/2tJbH6N""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">bit.ly/2tJbH6N</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",2020-01-10 23:26:21,2020-01-10 23:26:21,1215776923361505280,/greg_folkers/status/1215776923361505280,41626609,Greg Folkers,
True,"['China', 'coronavirus', 'WuhanPneumonia', 'Wuhan']",['https://pbs.twimg.com/media/EN9NOqNUwAAdhl8.jpg'],True,False,4,['http://bit.ly/3a0jr4U'],,1,[],9,greg_folkers,.@CIDRAP @lisaschnirring :  Pressure builds on #China to share info on new #coronavirus #WuhanPneumonia #Wuhan http://bit.ly/3a0jr4U pic.twitter.com/IkWcFydWBt,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">.<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""36406830"" dir=""ltr"" href=""/CIDRAP""><s>@</s><b>CIDRAP</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""35489946"" dir=""ltr"" href=""/lisaschnirring""><s>@</s><b>lisaschnirring</b></a> :  Pressure builds on <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/China?src=hash""><s>#</s><b>China</b></a> to share info on new <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/coronavirus?src=hash""><s>#</s><b><strong>coronavirus</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/WuhanPneumonia?src=hash""><s>#</s><b>WuhanPneumonia</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Wuhan?src=hash""><s>#</s><b>Wuhan</b></a> <a class=""twitter-timeline-link"" data-expanded-url=""http://bit.ly/3a0jr4U"" dir=""ltr"" href=""https://t.co/22v8tdPIld"" rel=""nofollow noopener"" target=""_blank"" title=""http://bit.ly/3a0jr4U""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">bit.ly/3a0jr4U</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/IkWcFydWBt"">pic.twitter.com/IkWcFydWBt</a></p>",2020-01-10 23:20:04,2020-01-10 23:20:04,1215775343841202176,/greg_folkers/status/1215775343841202177,41626609,Greg Folkers,
True,['coronavirus'],['https://pbs.twimg.com/media/EN9GY9lX4AUNSW_.jpg'],False,False,4,['http://ow.ly/Fny130q8vAm'],,0,[],4,CIDRAP,Pressure builds on China to share info on new #coronavirus http://ow.ly/Fny130q8vAm pic.twitter.com/58y7s49re4,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Pressure builds on China to share info on new <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/coronavirus?src=hash""><s>#</s><b><strong>coronavirus</strong></b></a> <a class=""twitter-timeline-link"" data-expanded-url=""http://ow.ly/Fny130q8vAm"" dir=""ltr"" href=""https://t.co/K1vI8Cky91"" rel=""nofollow noopener"" target=""_blank"" title=""http://ow.ly/Fny130q8vAm""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">ow.ly/Fny130q8vAm</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/58y7s49re4"">pic.twitter.com/58y7s49re4</a></p>",2020-01-10 22:50:11,2020-01-10 22:50:11,1215767820966993920,/CIDRAP/status/1215767820966993920,36406830,CIDRAP,
True,"['Coronavirus', 'MERS']",['https://pbs.twimg.com/media/EN9CeRNUEAEsa8R.jpg'],False,False,0,['http://bit.ly/30fecKf'],,0,[],0,greg_folkers,New review -- @CDC_EIDjournal Middle East Respiratory Syndrome #Coronavirus Transmission #MERS http://bit.ly/30fecKf pic.twitter.com/fdtgJiy0D7,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">New review -- <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1262257472"" dir=""ltr"" href=""/CDC_EIDjournal""><s>@</s><b>CDC_EIDjournal</b></a> Middle East Respiratory Syndrome <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Coronavirus?src=hash""><s>#</s><b><strong>Coronavirus</strong></b></a> Transmission <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/MERS?src=hash""><s>#</s><b>MERS</b></a> <a class=""twitter-timeline-link"" data-expanded-url=""http://bit.ly/30fecKf"" dir=""ltr"" href=""https://t.co/V4XVvmw48q"" rel=""nofollow noopener"" target=""_blank"" title=""http://bit.ly/30fecKf""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">bit.ly/30fecKf</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/fdtgJiy0D7"">pic.twitter.com/fdtgJiy0D7</a></p>",2020-01-10 22:33:04,2020-01-10 22:33:04,1215763517271199744,/greg_folkers/status/1215763517271199745,41626609,Greg Folkers,
True,"['China', 'coronavirus', 'Wuhan', 'WuhanPneumonia']",['https://pbs.twimg.com/media/EN87x3PU8AAAXlv.jpg'],False,False,5,['https://on.wsj.com/2FA6RLX'],,0,[],5,greg_folkers,.@WSJ @betswrites: Virus in #China Is Part of a Growing Threat /New type of so-called #coronavirus is possible cause of the outbreak in the city of #Wuhan #WuhanPneumonia https://on.wsj.com/2FA6RLX pic.twitter.com/f6DLw6nQMc,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">.<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""3108351"" dir=""ltr"" href=""/WSJ""><s>@</s><b>WSJ</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""107276975"" dir=""ltr"" href=""/betswrites""><s>@</s><b>betswrites</b></a>: Virus in <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/China?src=hash""><s>#</s><b>China</b></a> Is Part of a Growing Threat /New type of so-called <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/coronavirus?src=hash""><s>#</s><b><strong>coronavirus</strong></b></a> is possible cause of the outbreak in the city of <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Wuhan?src=hash""><s>#</s><b>Wuhan</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/WuhanPneumonia?src=hash""><s>#</s><b>WuhanPneumonia</b></a> <a class=""twitter-timeline-link"" data-expanded-url=""https://on.wsj.com/2FA6RLX"" dir=""ltr"" href=""https://t.co/SoYvK4dTDq"" rel=""nofollow noopener"" target=""_blank"" title=""https://on.wsj.com/2FA6RLX""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">on.wsj.com/2FA6RLX</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/f6DLw6nQMc"">pic.twitter.com/f6DLw6nQMc</a></p>",2020-01-10 22:03:49,2020-01-10 22:03:49,1215756155827310592,/greg_folkers/status/1215756155827310592,41626609,Greg Folkers,
False,"['coronavirus', 'WuhanPneumonia']",[],False,False,1,['https://twitter.com/HKWORLDCITY/status/1215258094755893252'],,0,[],1,Kempo50,Good news. The new #coronavirus in Wuhan appears to not be as lethal as SARS or MERS.  #WuhanPneumonia @excbohealthhttps://twitter.com/HKWORLDCITY/status/1215258094755893252 …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Good news. The new <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/coronavirus?src=hash""><s>#</s><b><strong>coronavirus</strong></b></a> in Wuhan appears to not be as lethal as SARS or MERS.  <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/WuhanPneumonia?src=hash""><s>#</s><b>WuhanPneumonia</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""54989611"" dir=""ltr"" href=""/ExCBOHealth""><s>@</s><b>excbohealth</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/HKWORLDCITY/status/1215258094755893252"" dir=""ltr"" href=""https://t.co/t6Wwb2BF0q"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/HKWORLDCITY/status/1215258094755893252""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/HKWORLDCITY/st</span><span class=""invisible"">atus/1215258094755893252</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",2020-01-10 21:31:06,2020-01-10 21:31:06,1215747920248569856,/Kempo50/status/1215747920248569856,235718672,KBK📎,
