0	0	5.964645916928749E-4	0.12899902396703178	0.02586487365795467	0.006127318078299534	0.0012471532371760112	0.05720637674872574	0.0023316343129812385	0.16229259299425225	0.028901420670209305	0.012200412102808806	0.07737772475870296	0.14277193362975815	0.09017460145320465	0.11262335972237285	0.007320247261685284	0.03497451469471858	0.005151285110074829	8.133608068539204E-4	0.09830820952174385	0.004717492679752739
1	1	0.0034374623085273188	0.07206609576649378	0.01465444457845857	0.05928114823302376	5.427572066095766E-4	0.052406223615969125	0.004161138584006754	0.014292606440718851	0.2330840670606682	0.0047642021469062835	0.17470751417199373	0.13249306476902664	0.028645519237727655	0.0866602339886624	0.001507658907248824	0.023941623447111326	0.005849716560125437	0.0018694970449885419	0.08195633819804607	0.0036786877336871305
2	2	0.006476495415514481	0.09802066656964052	0.008659583757822734	8.004657255130257E-4	0.004147867850385679	0.02525105515936545	0.0013826226167952262	0.022340270702954447	0.003856789404744579	0.2747052830737884	0.03907728132731771	0.13295008004657255	0.03412894775141901	0.12509096201426284	0.00545772085577063	0.07342453791296755	0.013462378110900888	0.0013826226167952262	0.10573424537912968	0.023650123708339396
3	3	0.26060724017127285	0.08271701050992604	0.003178928247048138	0.011872323861424679	9.73141300116777E-4	0.05482029323991177	0.005125210847281692	0.0020111586869080056	0.0036979369404437526	0.006811989100817439	0.146036071104191	0.1636823666796419	0.02809134553003763	0.09815751913844557	0.008369015181004281	0.028740106396782147	0.0021409108602569093	0.007201245620864149	0.08051122356299469	0.005254963020630596
4	4	0.003740036787247088	0.17259350091968118	0.023359901900674433	0.10784794604537094	7.970570202329859E-4	0.17713059472716125	0.0015328019619865114	0.022746781115879827	0.0190680564071122	0.011097486204782342	0.05315757204169221	0.06407112201103618	0.05377069282648682	0.10441446965052115	0.0012875536480686696	0.030962599632127528	0.004843654199877376	0.0023911710606989577	0.13543838136112815	0.009748620478234212
5	5	0.0013207284860280828	0.12519115807034617	0.011191436118448491	0.008271931044070624	0.0018768246906714862	0.023008480467120812	0.004796329765049354	0.02092311969970805	0.0013207284860280828	0.007993882941748923	0.042332823578479076	0.11504240233560406	0.03468650076463228	0.1375642986236619	0.007159738634783817	0.07180592242457945	0.002154872792993188	0.0015987765883497846	0.15383011260948143	0.22792993187821492
6	6	0.003040648671716633	0.09490024538568227	0.013922970233649846	0.049557238877627224	0.006988157473594367	0.03387389309719407	0.004107542942494399	0.009228635442227675	0.15005867918489277	0.00688146804651659	0.09906113304171557	0.0761229062199936	0.0647071375226715	0.07548276965752694	0.004107542942494399	0.0524378534087272	0.08625840179238238	0.004534300650805505	0.15784700736157048	0.00688146804651659
7	7	0.0012846865364850976	0.1616135662898253	0.0105344295991778	0.0067660157588215145	0.0021411442274751626	0.08693045563549161	0.0014559780746831107	0.02989037341555327	0.0011133949982870847	0.007451181911613566	0.0591812264474135	0.14037341555327168	0.08915724563206577	0.0698013018156903	0.16229873244261733	0.03365878725590956	0.006937307297019527	0.0017985611510791368	0.11673518328194588	0.010877012675573826
8	8	0.0011827625218553944	0.1167849429188522	0.010850560526586445	0.00601666152422092	9.770646919674997E-4	0.019284171551990126	0.25439679111385377	0.0183585313174946	0.002828345160958552	0.00406253214028592	0.07759950632520828	0.09724364907950221	0.09611231101511879	0.09693510233467037	0.006839452843772498	0.06402344955260722	0.008176488738043814	6.685179471356578E-4	0.11174534608659879	0.005913812609276972
9	9	0.0033970520497466606	0.06984108705665591	0.009039613081529249	0.23531782588668818	0.001669737448180562	0.04819207738369415	9.788116075541225E-4	0.005584983878397052	0.020670198065407645	7.485029940119761E-4	0.14353984339014278	0.15021879318286505	0.03494933210502073	0.11290879778903731	0.001209120221096269	0.01756103178258867	0.011342699216950714	0.0015545831414094887	0.12557577153385538	0.005700138185168125
10	10	0.0045030020013342225	0.19329553035356906	0.007838559039359573	5.003335557038026E-4	0.0017233711363130975	0.02951967978652435	0.005281298643540138	0.032521681120747166	7.227040249054925E-4	0.0012786301979097177	0.13892595063375585	0.0807760729375139	0.08388925950633756	0.07643984878808094	0.0018345563709139426	0.026517678452301536	0.004391816766733378	0.17706248610184566	0.12291527685123416	0.010062263731376473
11	11	0.0029528615913239557	0.12138945559969934	0.012616772253838721	0.07349940942768174	0.0038118758724363794	0.027005261462471813	0.002415977665628691	0.03130033286803393	0.009610222269945238	0.007033179426607967	0.08434446472672608	0.1212820788145603	0.05739289165682379	0.055567486309459894	0.0013422098142381617	0.055782239879738	0.17131966068935897	0.0018790937399334265	0.15124020186835607	0.00821432406313755
12	12	0.0025314388371713214	0.15213130818226359	0.006451086068920464	0.02931569492079046	0.004327943818389678	0.07700473624040503	7.349338559529642E-4	0.027029234035603464	0.005634492895639392	0.0067777233382328925	0.10248244324677445	0.1235505471174261	0.23869018455005717	0.06426588273722032	0.022946268169198106	0.02082312591866732	0.0013882083945778213	0.0033480320104523928	0.1064020904785236	0.004164625183733464
13	13	0.0027080256031511572	0.09264730018053505	0.0018874117840144429	0.004841621532906614	0.0020515345478417856	0.0143607418348925	0.004677498769079271	0.004185130477597243	0.001559166256359757	0.007631708517971443	0.048662399474807154	0.13318562284588872	0.0419333661578861	0.15320860003282455	0.25611357295256854	0.11611685540784507	0.0051698670605613	0.0013950434925324143	0.10052519284424749	0.007139340226489414
14	14	0.016569200779727095	0.11793372319688109	0.005227715754031544	0.006113769271664009	0.0032783980152401204	0.021708311181995392	0.08568137515505937	0.01975899344320397	0.0020379230905546693	0.032340953393584976	0.04580896686159844	0.11102250575934787	0.007708665603402445	0.3020556441609073	0.003987240829346092	0.0924153818890661	7.974481658692185E-4	4.430267588162325E-4	0.10588339535707957	0.01922736133262449
15	15	0.003261703760552571	0.08141468406242006	0.01004093118444615	0.0022384241493988233	0.0041570734203121	0.0345996418521361	0.01336658992069583	0.0041570734203121	0.012854950115118956	0.018482987976464568	0.0540419544640573	0.0782169352775646	0.040739319519058584	0.18323100537221795	0.00837810181632131	0.306792018419033	0.007994371962138654	7.035047326682016E-4	0.12413660782808902	0.011192120746994116
