"","x"
"1711","salesmanalways"
"1712","salt"
"1713","sameworldcancerday"
"1714","san"
"1715","sanders"
"1716","sane"
"1717","sass"
"1718","sat"
"1719","satire"
"1720","satisfied"
"1721","saturday"
"1722","saturdays"
"1723","saw"
"1724","sayin"
"1725","sayitoutloud"
"1726","scandal"
"1727","scandals"
"1728","scared"
"1729","scary"
"1730","schools"
"1731","scientists"
"1732","scprimary"
"1733","scramble"
"1734","scumbag"
"1735","seals"
"1736","searched"
"1737","season"
"1738","seatbelt"
"1739","seated"
"1740","secondplace"
"1741","seeing"
"1742","sees"
"1743","self"
"1744","senator"
"1745","sends"
"1746","sense"
"1747","sent"
"1748","sentences"
"1749","serial"
"1750","seriously"
"1751","served"
"1752","setbacks"
"1753","settle"
"1754","sex"
"1755","share"
"1756","sheeeeeeeeeit"
"1757","sheen"
"1758","sheet"
"1759","sheila"
"1760","shhhpipe"
"1761","ship"
"1762","shocked"
"1763","shortfingeredvulgarian"
"1764","shots"
"1765","shove"
"1766","showusyouknow"
"1767","shut"
"1768","shuts"
"1769","side"
"1770","sides"
"1771","sighedrand"
"1772","sign"
"1773","silly"
"1774","silymi"
"1775","simplifying"
"1776","simply"
"1777","sir"
"1778","sit"
"1779","sitdown"
"1780","site"
"1781","sitting"
"1782","situations"
"1783","sizzle"
"1784","skedaddle"
"1785","skeleton"
"1786","skipping"
"1787","sleep"
"1788","sleeper"
"1789","smack"
"1790","smackdown"
"1791","smears"
"1792","smoke"
"1793","snapchat"
"1794","snickers"
"1795","soap"
"1796","social"
"1797","socialism"
"1798","soft"
"1799","softer"
"1800","sold"
"1801","solve"
"1802","somebodyelsesfault"
"1803","somehow"
"1804","sometimes"
"1805","sorest"
"1806","soundcloud"
"1807","sour"
"1808","speaker"
"1809","speaking"
"1810","special"
"1811","spectacle"
"1812","speech"
"1813","spike"
"1814","spirit"
"1815","spoke"
"1816","spook"
"1817","spooky"
"1818","sport"
"1819","spoton"
"1820","spread"
"1821","squirm"
"1822","staffer"
"1823","stands"
"1824","standwithhillary"
"1825","standwithrand"
"1826","starting"
"1827","steak"
"1828","stealing"
"1829","sth"
"1830","stinks"
"1831","stone"
"1832","stoptrump2016"
"1833","stor"
"1834","store"
"1835","stories"
"1836","story"
"1837","strategy"
"1838","stress"
"1839","stride"
"1840","strong"
"1841","struggle"
"1842","student"
"1843","stumps"
"1844","style"
"1845","substance"
"1846","subtlety"
"1847","such"
"1848","suck"
"1849","suggests"
"1850","suit"
"1851","sun"
"1852","superpac"
"1853","suplex"
"1854","supporting"
"1855","supports"
"1856","supposed"
"1857","supremacist"
"1858","surrounds"
"1859","suspended"
"1860","switch"
"1861","swordpotkettlecant"
"1862","tagline"
"1863","tagredeye"
"1864","tags"
"1865","taking"
"1866","tangerine"
"1867","tanned"
"1868","team"
"1869","tedcruz45"
"1870","tempertantrump"
"1871","terps"
"1872","terrific"
"1873","terrorism"
"1874","texas"
"1875","thanksgivingwithblackfamlies"
"1876","themselves"
"1877","therapy"
"1878","therefore"
"1879","thinkingtrumpertantrum"
"1880","thinks"
"1881","thisd"
"1882","thlttry"
"1883","tho"
"1884","threatening"
"1885","threatens"
"1886","through"
"1887","throwinthetowel"
"1888","thrown"
"1889","thursday"
"1890","ticket"
"1891","til"
"1892","till"
"1893","timeout"
"1894","times"
"1895","timetotalk"
"1896","tinyheaded"
"1897","tired"
"1898","tit"
"1899","title"
"1900","together"
"1901","told"
"1902","tom"
"1903","tomorrow"
"1904","topic"
"1905","total"
"1906","totally"
"1907","toy"
"1908","traffic"
"1909","trait"
"1910","traitors"
"1911","tricks"
"1912","trolls"
"1913","trompette"
"1914","troubles"
"1915","true"
"1916","trumpdonald"
"1917","trumpelstilskin"
"1918","trumpelthinskin"
"1919","trumpertantrumbecause"
"1920","trumpertantrumclever"
"1921","trumpertantrumdefn"
"1922","trumpertantrumi"
"1923","trumpertantrumlike"
"1924","trumpertantrumread"
"1925","trumpertantrumso"
"1926","trumpertantrumtedcruz2016"
"1927","trumpertantrumtune"
"1928","trumpertantrumwe"
"1929","trumpeter"
"1930","trumpisafascist"
"1931","trumpisaracistpig"
"1932","trumpism"
"1933","trumpkinsrepublican"
"1934","trumpless"
"1935","trumplogic"
"1936","trumpmakeamericagreatagain"
"1937","trumpster"
"1938","trumptantrum"
"1939","trumpthinkshesaboveitall"
"1940","trumptrain"
"1941","trumptrainreck"
"1942","trumptrumpertantrum"
"1943","trumpulostgetoverit"
"1944","tshirts"
"1945","tweeted"
"1946","twist"
"1947","twisted"
"1948","twitterer"
"1949","twittersphere"
"1950","twotrumpertantrum"
"1951","twump"
"1952","type"
"1953","typical"
"1954","uber"
"1955","uh"
"1956","um"
"1957","unbecoming"
"1958","uncle"
"1959","unclever"
"1960","underhanded"
"1961","understand"
"1962","undoubtedly"
"1963","unemployment"
"1964","unfitforpotus"
"1965","unfold"
"1966","unfunny"
"1967","unhinged"
"1968","uniteblue"
"1969","universal"
"1970","unknown"
"1971","unlike"
"1972","unloads"
"1973","unraveling"
"1974","uproxx"
"1975","upset"
"1976","ur"
"1977","us2016"
"1978","usa"
"1979","useful"
"1980","users"
"1981","uspoli"
"1982","utter"
"1983","vein"
"1984","veruca"
"1985","veteransautism"
"1986","vice"
"1987","victims"
"1988","victoryand"
"1989","view"
"1990","viewpoint"
"1991","violence"
"1992","vocabulary"
"1993","voted"
"1994","votetrump"
"1995","voting"
"1996","waaaaambulance"
"1997","waking"
"1998","walk"
"1999","wall"
"2000","wallace"
"2001","wallow"
"2002","wanting"
"2003","warns"
"2004","wave"
"2005","wce"
"2006","weak"
"2007","weapon"
"2008","wear"
"2009","webinar"
"2010","welcome"
"2011","wellbehaved"
"2012","welllosertrumpertantrum"
"2013","wellstone"
"2014","went"
"2015","wethepeople"
"2016","wetting"
"2017","whaa"
"2018","whaaaaaaa"
"2019","whatd"
"2020","whats"
"2021","wheniloseiblame"
"2022","whichever"
"2023","while"
"2024","whined"
"2025","whines"
"2026","whiney"
"2027","white"
"2028","whitman"
"2029","whom"
"2030","whoraised"
"2031","whose"
"2032","widdle"
"2033","wig"
"2034","willnationalsigningday"
"2035","wince"
"2036","winim"
"2037","winners"
"2038","wisdom"
"2039","wish"
"2040","withdrawing"
"2041","without"
"2042","women"
"2043","wordoftheday"
"2044","wordplay"
"2045","worked"
"2046","worldcancerday"
"2047","worried"
"2048","worse"
"2049","wow"
"2050","wrestlemania"
"2051","wrongtrumpertantrum"
"2052","wuss"
"2053","y2k"
"2054","yada"
"2055","yard"
"2056","yass"
"2057","ycot"
"2058","years"
"2059","yeeaaahh"
"2060","yessssss"
"2061","yikes"
"2062","yo"
"2063","young"
"2064","yourmovepolitics"
"2065","yuugetrumpertantrum"
"2066","yuuuge"
"2067","zap"
"2068","zinger"
"2069","zombie"
"2070","zuma"
