,1589TwoGentlemenOfVerona.txt,1590TamingOfTheShrew.txt,1591KingHenry6_1.txt,1591KingHenry6_2.txt,1591KingHenry6_3.txt,1591TitusAndronicus.txt,1592KingRichard3.txt,1594ComedyOfErrors.txt,1594LovesLaboursLost.txt,1595KingRichard2.txt,1595MidsummerNightsDream.txt,1595RomeoAndJuliet.txt,1596KingHenry4_1.txt,1596KingJohn.txt,1596MerchantOfVenice.txt,1597KingHenry4_2.txt,1597MerryWivesOfWindsor.txt,1598MuchAdoAboutNothing.txt,1599AsYouLikeIt.txt,1599Hamlet.txt,1599JuliusCaesar.txt,1599KingHenry5.txt,1600TroilusAndCressida.txt,1601TwelfthNight.txt,1603MeasureForMeasure.txt,1603Othello.txt,1604AllsWellThatEndsWell.txt,1605KingLear.txt,1605TimonOfAthens.txt,1606AnthonyAndCleopatra.txt,1606Macbeth.txt,1608Coriolanus.txt,1609WintersTale.txt,1610Cymbeline.txt,1610Tempest.txt,1612KingHenry8.txt
1595MidsummerNightsDream.txt,0.951035224293404,0.950816144489446,0.9374953677366639,0.9433025453091943,0.9345893892363271,0.9395488583985816,0.9555410351995806,0.9557198890339917,0.959460562252693,0.9503501704045078,,0.9360517507707983,0.9529794711543427,0.9518906047354603,0.9538492868219954,0.9564068286469501,0.9472736559198867,0.9535819931248164,0.958997040531572,0.957653779324166,0.9235977412741913,0.9565061632204027,0.9438778334046256,0.9585355725013472,0.9542355793912881,0.9459457369947966,0.9624827273635069,0.9605777582938766,0.9438237480230667,0.9434668718574752,0.9500830890365272,0.9542511790821692,0.9601832026668884,0.9599769802142789,0.9551184348497589,0.9584089890682723
1595RomeoAndJuliet.txt,0.9462454596795182,0.947133217328969,0.9336231558786426,0.9396248427797878,0.9315318539704156,0.9347319992665891,0.9523980522854706,0.9513910420363861,0.9538354566164358,0.9479138097822106,0.9360517507707983,,0.9499890442867517,0.9485164341915728,0.9490561824145062,0.9532273071280973,0.9426350200124596,0.9501065998990982,0.9538443616922868,0.9526580775451944,0.9193040797146662,0.951394429739761,0.939143371566767,0.9542640695236926,0.9509315973699766,0.9415937063909005,0.9576264905042415,0.9560846519977562,0.9373737987472531,0.9387031386918719,0.9457345256100103,0.9492248542598039,0.9553505431540119,0.9552813084688896,0.9498872115224345,0.9529918395545752
1596KingHenry4_1.txt,0.9641479952919048,0.969610549573405,0.9618635085368632,0.9692046422659704,0.9582130732762967,0.9576892806609113,0.9786840494351404,0.9744405615071741,0.9742683462502374,0.9768910246389465,0.9529794711543427,0.9499890442867517,,0.9737231968316441,0.9717568208550157,0.9859883458845441,0.9673400749016138,0.9720777147498518,0.9746116351910077,0.9779640451848334,0.9419588140717422,0.9802105700924638,0.9623548659943627,0.9759999423528536,0.9742382935839875,0.9641642294638075,0.9823684958824199,0.9808382093339498,0.9636569964245348,0.9621833787075365,0.9698153984970002,0.9734592483693263,0.9804727928592661,0.9796332479198122,0.9746042811566424,0.9807088797742985
1596KingJohn.txt,0.9625853152802442,0.9653402082945879,0.9644208934916249,0.9683650984252475,0.9592856055108372,0.9582878516459303,0.9773198247798769,0.9717253768020576,0.9734007995285023,0.9757057563358825,0.9518906047354603,0.9485164341915728,0.9737231968316441,,0.9691406004571267,0.9772798661519402,0.9617926517146429,0.9682055185406254,0.971985615072931,0.9757148013646977,0.9394786998509727,0.9814338660252595,0.9590285247275274,0.9734583001985123,0.9715079920009839,0.9613958135540326,0.980288589061132,0.9785350136529617,0.958132188426132,0.9607508918220974,0.9685877479556718,0.9724048727934637,0.9782649413633577,0.9781268733885782,0.9724527009462414,0.9795433976122327
1596MerchantOfVenice.txt,0.9668188960239859,0.970131669354055,0.9555015450168244,0.9615916728792404,0.9516529198053767,0.9558974728968981,0.973535433263895,0.9761756590676536,0.9743121914753358,0.9682286768590262,0.9538492868219954,0.9490561824145062,0.9717568208550157,0.9691406004571267,,0.9760467055273024,0.9663832211603098,0.9719900605010978,0.9753018763172582,0.9758238525982799,0.9413377803930737,0.9753801953856034,0.9603776277973589,0.9769860809151353,0.9738637972770571,0.9645999566976798,0.9821842411579614,0.9789280373193102,0.9612544631096123,0.9613667685986798,0.967404429793884,0.9735169377909962,0.9791642224123674,0.9790456087589232,0.9728833572653952,0.9782990770148633
1597KingHenry4_2.txt,0.9683719401433364,0.9737301180331416,0.9646433100351582,0.972400464433812,0.9618965482101892,0.9618446947645517,0.9829316405269983,0.9791693855198025,0.9780263301805123,0.9796273035465537,0.9564068286469501,0.9532273071280973,0.9859883458845441,0.9772798661519402,0.9760467055273024,,0.9752528334888426,0.9769249711893154,0.9793396290722823,0.9822151435820412,0.9463562852141013,0.984874130854192,0.9659691891615446,0.980631486721083,0.9793227920127008,0.9682318470050731,0.9867824273433841,0.984991379771214,0.9679642346702084,0.9667831515216312,0.9737677931663017,0.9781877925864775,0.9848907344654843,0.9839481857724554,0.9782563383981838,0.9857119053996403
1597MerryWivesOfWindsor.txt,0.9607975813899864,0.9657962212123288,0.9481137887476686,0.9550516039818789,0.9439769363919067,0.9486226675681743,0.9661097780170228,0.9717560583260207,0.9672573045712161,0.9596492945976034,0.9472736559198867,0.9426350200124596,0.9673400749016138,0.9617926517146429,0.9663832211603098,0.9752528334888426,,0.9655582811754713,0.9700959494369786,0.9686219514255423,0.9346549860361753,0.9702300933720921,0.9536600817567424,0.9712054170823756,0.9682399337536758,0.9583230634957186,0.9754556447141595,0.9725800867789512,0.9534961849070079,0.9554730053396928,0.9611797449219717,0.9677060503842668,0.973154561281338,0.9730710095717291,0.9669611813704562,0.9714015753970358
1598MuchAdoAboutNothing.txt,0.9666466240916951,0.9697074204301467,0.9552301809643325,0.9614909955563182,0.9512500881651446,0.9553802470148148,0.9745385607565015,0.9746030957808033,0.9748418776452094,0.9678285324890421,0.9535819931248164,0.9501065998990982,0.9720777147498518,0.9682055185406254,0.9719900605010978,0.9769249711893154,0.9655582811754713,,0.9764318646147649,0.9755491199809334,0.9410272472625673,0.975870232176292,0.9610554700982393,0.9773617107898247,0.9776912607330459,0.9644043599216329,0.9820719874891526,0.9782995941908077,0.9611775655576764,0.9608650051680289,0.9663809914485024,0.9730731271447941,0.9786427728984534,0.9782117222149992,0.9714345690571149,0.9779489670525772
1599AsYouLikeIt.txt,0.9716315455537847,0.9730146108083444,0.9581305410630867,0.9644242285117555,0.955158021997935,0.9590557359227181,0.9769660301835936,0.9783200525243372,0.9790283756290873,0.971432349424972,0.958997040531572,0.9538443616922868,0.9746116351910077,0.971985615072931,0.9753018763172582,0.9793396290722823,0.9700959494369786,0.9764318646147649,,0.978532603553367,0.9443394984839065,0.9791009929200677,0.9640784828163516,0.9810945837052619,0.9777468417525432,0.9674950575728863,0.9854950002239602,0.9827883350380987,0.9639435067005828,0.9647823304907874,0.970662202674572,0.9766460393245107,0.9828927579944586,0.9822311548954187,0.9761333028671276,0.9809960090408824
1599Hamlet.txt,0.9699366360023134,0.9729711121403641,0.9637787269294976,0.970098654186922,0.9596990288005494,0.9624341612223614,0.9818004188659677,0.978363014908116,0.9785429458626567,0.9760100499670434,0.957653779324166,0.9526580775451944,0.9779640451848334,0.9757148013646977,0.9758238525982799,0.9822151435820412,0.9686219514255423,0.9755491199809334,0.978532603553367,,0.9456162872036564,0.9816192883905148,0.9660355625496767,0.9806924860949594,0.9793616758276293,0.9697662839305159,0.9877290090948976,0.985018061465755,0.967441949643272,0.9669201116413472,0.9737823874298015,0.978101880514869,0.9850372894581608,0.9842257770743026,0.978245325768276,0.9852819128354671
1599JuliusCaesar.txt,0.9345342188255401,0.9376511228759686,0.9266773752046527,0.9329073324626109,0.9228850990397465,0.9324308043801535,0.9440953038271754,0.9445012930207382,0.9426145423026075,0.939204062596795,0.9235977412741913,0.9193040797146662,0.9419588140717422,0.9394786998509727,0.9413377803930737,0.9463562852141013,0.9346549860361753,0.9410272472625673,0.9443394984839065,0.9456162872036564,,0.9461577985098446,0.9310024605572977,0.9453421457793116,0.9440151857341816,0.9340967780822228,0.9506911520896458,0.948453793441771,0.9327152454334263,0.9619510352443744,0.9391239902136338,0.946896475380541,0.9480669673372705,0.9506033435907456,0.9420271621749123,0.9477676952933155
1599KingHenry5.txt,0.9687243900755262,0.9740572048451215,0.9703689960983789,0.9745705216114269,0.9644603606555757,0.9608952920538528,0.9826865257292767,0.9789600312920295,0.9788997766533615,0.9792793714591889,0.9565061632204027,0.951394429739761,0.9802105700924638,0.9814338660252595,0.9753801953856034,0.984874130854192,0.9702300933720921,0.975870232176292,0.9791009929200677,0.9816192883905148,0.9461577985098446,,0.9655304588458615,0.9799485784528326,0.9787305331161558,0.9679846674542636,0.9877551715560825,0.9847198813121453,0.9657570083607464,0.9669877141278506,0.973795041627058,0.9786535646689778,0.9844109678499487,0.9841745979865841,0.9779608762244835,0.986206736660533
1600TroilusAndCressida.txt,0.9545469015290581,0.9573820330661694,0.9473383597973165,0.9523981776307251,0.9431200655006647,0.9467978480124459,0.9643161159845496,0.9629920643795016,0.9665252078920721,0.9588426880181591,0.9438778334046256,0.939143371566767,0.9623548659943627,0.9590285247275274,0.9603776277973589,0.9659691891615446,0.9536600817567424,0.9610554700982393,0.9640784828163516,0.9660355625496767,0.9310024605572977,0.9655304588458615,,0.9661281887663016,0.9625253737905238,0.9536583511222619,0.9712785641438864,0.9683954669015127,0.9515043363894617,0.951629740112413,0.9574919878124817,0.9629632671063743,0.9682771116895477,0.967880182230479,0.9621161425817882,0.9673380306078805
1601TwelfthNight.txt,0.9722655317432017,0.9739678400469447,0.9595815647437255,0.9655195308586277,0.9554820015609236,0.9603992957705921,0.9776233703602792,0.9798330543106251,0.9797577590735219,0.971784913047948,0.9585355725013472,0.9542640695236926,0.9759999423528536,0.9734583001985123,0.9769860809151353,0.980631486721083,0.9712054170823756,0.9773617107898247,0.9810945837052619,0.9806924860949594,0.9453421457793116,0.9799485784528326,0.9661281887663016,,0.9786294436643747,0.9695681669916602,0.9871550220746198,0.9843984512645458,0.9657234859315147,0.9667662323132798,0.9720477574902371,0.9784458366938008,0.983908191898775,0.9839550658708955,0.9775178881270766,0.9826753056021785
1603MeasureForMeasure.txt,0.967458775858031,0.9712218621112833,0.9593204487520053,0.9665434731485462,0.9554050796156811,0.9592917152249463,0.977673838451733,0.9784113439131642,0.9756081467695343,0.971589730261866,0.9542355793912881,0.9509315973699766,0.9742382935839875,0.9715079920009839,0.9738637972770571,0.9793227920127008,0.9682399337536758,0.9776912607330459,0.9777468417525432,0.9793616758276293,0.9440151857341816,0.9787305331161558,0.9625253737905238,0.9786294436643747,,0.9673677997672546,0.9856555653669826,0.9823511569002427,0.96404416832924,0.965464144883037,0.9707716756455469,0.9766919663189166,0.9826094909758665,0.9821109560480689,0.9757031114459337,0.9823490275533782
1603Othello.txt,0.959255237394513,0.9620450245170754,0.948592334558418,0.9546281462498601,0.944176025374661,0.9500708201947586,0.9668985101405132,0.967648493129344,0.9660726560106312,0.9606222019741284,0.9459457369947966,0.9415937063909005,0.9641642294638075,0.9613958135540326,0.9645999566976798,0.9682318470050731,0.9583230634957186,0.9644043599216329,0.9674950575728863,0.9697662839305159,0.9340967780822228,0.9679846674542636,0.9536583511222619,0.9695681669916602,0.9673677997672546,,0.9753961637264995,0.9718239884138662,0.9543252648483106,0.9550402763657247,0.9609738509501411,0.9668910818870161,0.9720748174343252,0.9718108567645529,0.9658553450319277,0.9711417793387533
1604AllsWellThatEndsWell.txt,0.9773885058832759,0.9792502770169126,0.9683217381778088,0.9738495318396679,0.9633438584216304,0.9667684020458667,0.9856526997146993,0.9853198372743139,0.984467848567242,0.9794970705806335,0.9624827273635069,0.9576264905042415,0.9823684958824199,0.980288589061132,0.9821842411579614,0.9867824273433841,0.9754556447141595,0.9820719874891526,0.9854950002239602,0.9877290090948976,0.9506911520896458,0.9877551715560825,0.9712785641438864,0.9871550220746198,0.9856555653669826,0.9753961637264995,,0.9905341929385743,0.9723829458882183,0.9729453859406163,0.9787494062240151,0.9851200066147069,0.990938604734497,0.9907279314889614,0.9833991044201011,0.99091879562754
1605KingLear.txt,0.9730262340648642,0.9765897912914422,0.9670385789285287,0.9738145585786308,0.9629572126775287,0.964948930993064,0.9835415108169908,0.9822185023691142,0.9814012660063323,0.9789050301129149,0.9605777582938766,0.9560846519977562,0.9808382093339498,0.9785350136529617,0.9789280373193102,0.984991379771214,0.9725800867789512,0.9782995941908077,0.9827883350380987,0.985018061465755,0.948453793441771,0.9847198813121453,0.9683954669015127,0.9843984512645458,0.9823511569002427,0.9718239884138662,0.9905341929385743,,0.9699684374192827,0.9699250575782664,0.976588450272795,0.9812769054802716,0.9880764725024065,0.9874518851858285,0.9818861347605545,0.9873695783037808
1605TimonOfAthens.txt,0.954500715525515,0.956952386742292,0.9488763630545242,0.9550185272810878,0.942983405734775,0.9474801014902228,0.9663767243346385,0.9639622487157442,0.963388721009364,0.9601188850585131,0.9438237480230667,0.9373737987472531,0.9636569964245348,0.958132188426132,0.9612544631096123,0.9679642346702084,0.9534961849070079,0.9611775655576764,0.9639435067005828,0.967441949643272,0.9327152454334263,0.9657570083607464,0.9515043363894617,0.9657234859315147,0.96404416832924,0.9543252648483106,0.9723829458882183,0.9699684374192827,,0.9524068767494731,0.9580118855212193,0.9635285790176596,0.9686558308875188,0.9691639714410929,0.9626668027401614,0.9701915418155197
1606AnthonyAndCleopatra.txt,0.9559585894717786,0.9586922679754033,0.9476029174625707,0.9538513736292454,0.9443009603541298,0.9502826427038663,0.9653685346346382,0.9648975571971119,0.9644614397354497,0.9603232480965368,0.9434668718574752,0.9387031386918719,0.9621833787075365,0.9607508918220974,0.9613667685986798,0.9667831515216312,0.9554730053396928,0.9608650051680289,0.9647823304907874,0.9669201116413472,0.9619510352443744,0.9669877141278506,0.951629740112413,0.9667662323132798,0.965464144883037,0.9550402763657247,0.9729453859406163,0.9699250575782664,0.9524068767494731,,0.959794346847829,0.9666932429545405,0.9705128586719816,0.9717430073157738,0.9643202973880026,0.9698175663895717
1606Macbeth.txt,0.9609458686860058,0.9645449899355881,0.9548382467123144,0.9613803551234328,0.9516845413821964,0.9540358808103933,0.9723397185658885,0.9711829351583257,0.9693488535922881,0.9688179948102843,0.9500830890365272,0.9457345256100103,0.9698153984970002,0.9685877479556718,0.967404429793884,0.9737677931663017,0.9611797449219717,0.9663809914485024,0.970662202674572,0.9737823874298015,0.9391239902136338,0.973795041627058,0.9574919878124817,0.9720477574902371,0.9707716756455469,0.9609738509501411,0.9787494062240151,0.976588450272795,0.9580118855212193,0.959794346847829,,0.9710460770805555,0.976992407649424,0.9768453185348249,0.9711590233339538,0.9764564559361572
1608Coriolanus.txt,0.9677462718934813,0.9707851336387161,0.9585258266486691,0.9637733674765288,0.9541435361153109,0.9647280546246747,0.9757878570625581,0.9776660100928593,0.9749058002299321,0.9707981075057102,0.9542511790821692,0.9492248542598039,0.9734592483693263,0.9724048727934637,0.9735169377909962,0.9781877925864775,0.9677060503842668,0.9730731271447941,0.9766460393245107,0.978101880514869,0.946896475380541,0.9786535646689778,0.9629632671063743,0.9784458366938008,0.9766919663189166,0.9668910818870161,0.9851200066147069,0.9812769054802716,0.9635285790176596,0.9666932429545405,0.9710460770805555,,0.9820085404746335,0.982944796408536,0.9757205579596194,0.9812944801398099
1609WintersTale.txt,0.9733003603324291,0.9769262987427658,0.9648791902431232,0.9714627191969492,0.9621035917772447,0.9650449297394377,0.9833323211127933,0.9826011044482172,0.981423259264967,0.9779359015228912,0.9601832026668884,0.9553505431540119,0.9804727928592661,0.9782649413633577,0.9791642224123674,0.9848907344654843,0.973154561281338,0.9786427728984534,0.9828927579944586,0.9850372894581608,0.9480669673372705,0.9844109678499487,0.9682771116895477,0.983908191898775,0.9826094909758665,0.9720748174343252,0.990938604734497,0.9880764725024065,0.9686558308875188,0.9705128586719816,0.976992407649424,0.9820085404746335,,0.988555859758438,0.9825442101159412,0.9884120682112767
1610Cymbeline.txt,0.9734698266614525,0.976165250845384,0.9649692536453236,0.970908421484234,0.9614727856113232,0.9664500672246109,0.9826231992510236,0.9826670403813286,0.9810354568995053,0.9775142987087647,0.9599769802142789,0.9552813084688896,0.9796332479198122,0.9781268733885782,0.9790456087589232,0.9839481857724554,0.9730710095717291,0.9782117222149992,0.9822311548954187,0.9842257770743026,0.9506033435907456,0.9841745979865841,0.967880182230479,0.9839550658708955,0.9821109560480689,0.9718108567645529,0.9907279314889614,0.9874518851858285,0.9691639714410929,0.9717430073157738,0.9768453185348249,0.982944796408536,0.988555859758438,,0.9819317515682043,0.9875664259305773
1610Tempest.txt,0.9666041613486743,0.9703945793134395,0.9588250139020326,0.9653627405051148,0.9564525243751704,0.9584494368402323,0.9763367519187283,0.9768827531812487,0.9743902350398849,0.9719384648128259,0.9551184348497589,0.9498872115224345,0.9746042811566424,0.9724527009462414,0.9728833572653952,0.9782563383981838,0.9669611813704562,0.9714345690571149,0.9761333028671276,0.978245325768276,0.9420271621749123,0.9779608762244835,0.9621161425817882,0.9775178881270766,0.9757031114459337,0.9658553450319277,0.9833991044201011,0.9818861347605545,0.9626668027401614,0.9643202973880026,0.9711590233339538,0.9757205579596194,0.9825442101159412,0.9819317515682043,,0.9809166576709814
1612KingHenry8.txt,0.9718021158512181,0.9747108977633259,0.9687871783352268,0.9771580284487912,0.9641035276069082,0.9641612377321469,0.9861515111837342,0.9806864214820796,0.9810991297683814,0.9809596870157699,0.9584089890682723,0.9529918395545752,0.9807088797742985,0.9795433976122327,0.9782990770148633,0.9857119053996403,0.9714015753970358,0.9779489670525772,0.9809960090408824,0.9852819128354671,0.9477676952933155,0.986206736660533,0.9673380306078805,0.9826753056021785,0.9823490275533782,0.9711417793387533,0.99091879562754,0.9873695783037808,0.9701915418155197,0.9698175663895717,0.9764564559361572,0.9812944801398099,0.9884120682112767,0.9875664259305773,0.9809166576709814,
